Wrestler ID,Division ID,School ID,Season,Weight,Place,Ordinal
13315,2,219,2000,125,4,4th
13316,2,321,1998,275,5,5th
13316,2,321,1999,285,4,4th
13317,2,145,1998,190,7,7th
13317,2,145,1999,197,2,2nd
13318,2,49,1998,190,8,8th
13319,2,11,1998,275,8,8th
13320,2,180,1998,275,7,7th
13321,2,11,1998,158,8,8th
13321,2,11,1999,157,6,6th
13321,2,11,2000,157,8,8th
13322,2,325,1998,167,7,7th
13322,2,325,1999,174,1,1st
13323,2,420,1998,177,8,8th
13324,2,15,1998,167,8,8th
13325,2,168,1998,142,8,8th
13325,2,168,1999,149,4,4th
13325,2,168,2000,149,4,4th
13326,2,417,1998,150,8,8th
13327,2,180,1998,150,7,7th
13327,2,180,1999,157,4,4th
13327,2,180,2000,157,1,1st
13328,2,49,1998,177,5,5th
13328,2,49,2000,174,4,4th
13328,2,49,2001,174,7,7th
13329,2,417,1998,158,7,7th
13330,2,325,1998,126,8,8th
13331,2,182,1998,134,7,7th
13331,2,182,2001,149,4,4th
13332,2,417,1998,134,8,8th
13333,2,295,1999,197,1,1st
13333,2,295,2000,285,3,3rd
13334,2,15,1999,157,2,2nd
13335,2,215,1999,125,4,4th
13336,2,145,1999,141,3,3rd
13337,2,230,1999,165,3,3rd
13338,2,330,1999,165,4,4th
13339,2,417,1999,174,4,4th
13340,2,325,1999,125,5,5th
13341,2,11,1999,125,6,6th
13341,2,11,2000,125,2,2nd
13342,2,317,1999,133,5,5th
13343,2,49,1999,133,6,6th
13344,2,321,1999,141,6,6th
13345,2,203,1999,141,5,5th
13346,2,235,1999,149,6,6th
13347,2,11,1999,165,5,5th
13348,2,168,1999,174,5,5th
13349,2,321,1999,197,6,6th
13349,2,321,2000,197,2,2nd
13350,2,295,1999,285,5,5th
13351,2,327,2000,285,5,5th
13351,2,373,1999,285,6,6th
13351,2,373,2001,285,3,3rd
13352,2,145,1999,184,6,6th
13352,2,145,2000,197,3,3rd
13353,2,365,1999,184,5,5th
13354,2,230,1999,197,5,5th
13355,2,163,1999,174,6,6th
13356,2,327,1999,125,7,7th
13356,2,327,2002,133,8,8th
13357,2,365,1999,125,8,8th
13358,2,50,1999,141,7,7th
13359,2,479,1999,285,7,7th
13360,2,163,1999,141,8,8th
13361,2,11,1999,133,8,8th
13361,2,11,2001,141,8,8th
13362,2,180,1999,149,7,7th
13363,2,163,1999,149,8,8th
13363,2,163,2000,149,8,8th
13364,2,373,1999,165,8,8th
13364,2,373,2001,165,3,3rd
13365,2,269,1999,174,7,7th
13366,2,168,1999,157,7,7th
13366,2,168,2000,157,6,6th
13366,2,168,2001,157,4,4th
13367,2,168,1999,184,7,7th
13367,2,168,2000,184,3,3rd
13367,2,168,2001,184,5,5th
13368,2,15,1999,285,8,8th
13368,2,15,2000,285,7,7th
13368,2,15,2001,285,4,4th
13368,2,15,2002,285,3,3rd
13369,2,269,1999,197,8,8th
13369,2,269,2000,197,6,6th
13370,2,419,1999,197,7,7th
13371,2,358,1999,174,8,8th
13372,2,417,1999,165,7,7th
13373,2,273,1999,157,8,8th
13373,2,273,2000,157,2,2nd
13374,2,219,2000,184,2,2nd
13375,2,215,2000,197,1,1st
13376,2,224,2000,285,1,1st
13376,2,224,2001,285,2,2nd
13376,2,224,2002,285,7,7th
13377,2,420,2000,174,2,2nd
13377,2,420,2001,174,2,2nd
13378,2,203,2000,133,3,3rd
13379,2,49,2000,133,4,4th
13379,2,49,2002,133,5,5th
13380,2,180,2000,141,4,4th
13381,2,365,2000,157,4,4th
13381,2,365,2001,165,6,6th
13382,2,168,2000,285,4,4th
13383,2,421,2000,165,4,4th
13384,2,11,2000,133,5,5th
13384,2,11,2001,133,4,4th
13384,2,11,2002,141,2,2nd
13385,2,326,2000,133,6,6th
13386,2,330,2000,141,5,5th
13387,2,168,2000,141,6,6th
13387,2,168,2001,141,7,7th
13387,2,168,2002,141,4,4th
13388,2,269,2000,149,6,6th
13388,2,269,2001,149,1,1st
13389,2,417,2000,157,5,5th
13390,2,203,2000,165,6,6th
13391,2,325,2000,184,5,5th
13391,2,325,2001,184,6,6th
13392,2,326,2000,184,6,6th
13393,2,203,2000,285,6,6th
13394,2,327,2000,197,5,5th
13394,2,327,2002,197,6,6th
13395,2,145,2000,165,5,5th
13395,2,145,2001,165,5,5th
13396,2,163,2000,174,5,5th
13396,2,163,2001,174,6,6th
13397,2,326,2000,125,7,7th
13398,2,343,2000,141,8,8th
13399,2,224,2000,149,7,7th
13399,2,224,2001,149,3,3rd
13399,2,224,2002,157,3,3rd
13400,2,358,2000,165,7,7th
13401,2,269,2000,133,8,8th
13401,2,269,2001,133,5,5th
13402,2,295,2000,141,7,7th
13403,2,224,2000,165,8,8th
13403,2,224,2001,165,4,4th
13403,2,224,2002,165,2,2nd
13404,2,295,2000,174,8,8th
13405,2,11,2000,184,7,7th
13406,2,11,2000,197,7,7th
13407,2,182,2000,197,8,8th
13408,2,230,2000,133,7,7th
13410,2,325,2001,133,2,2nd
13410,7,472,2005,133,1,1st
13411,2,358,2001,141,2,2nd
13412,2,273,2001,165,1,1st
13412,2,273,2002,165,8,8th
13413,2,50,2001,165,2,2nd
13414,2,180,2001,285,1,1st
13414,2,180,2002,285,1,1st
13415,2,373,2001,197,1,1st
13416,2,15,2001,133,3,3rd
13417,2,273,2001,141,3,3rd
13418,2,325,2001,141,4,4th
13419,2,224,2001,184,3,3rd
13419,2,224,2002,197,3,3rd
13420,2,49,2001,184,4,4th
13420,2,49,2002,184,7,7th
13421,2,49,2001,197,3,3rd
13422,2,145,2001,125,5,5th
13422,2,145,2002,125,8,8th
13423,2,224,2001,125,6,6th
13424,2,145,2001,141,6,6th
13425,2,180,2001,133,6,6th
13426,2,203,2001,149,5,5th
13427,2,479,2001,149,6,6th
13428,2,11,2001,157,6,6th
13428,2,11,2002,149,6,6th
13429,2,230,2001,197,5,5th
13430,2,230,2001,174,5,5th
13431,2,295,2001,285,5,5th
13432,2,11,2001,285,6,6th
13432,2,11,2002,285,5,5th
13433,2,326,2001,157,5,5th
13434,2,269,2001,157,8,8th
13435,2,325,2001,125,7,7th
13436,2,327,2001,125,8,8th
13437,2,365,2001,133,8,8th
13438,2,417,2001,149,7,7th
13439,2,422,2001,149,8,8th
13440,2,269,2001,165,7,7th
13441,2,11,2001,184,8,8th
13442,2,269,2001,184,7,7th
13443,2,326,2001,197,7,7th
13444,2,479,2001,174,8,8th
13445,2,180,2001,165,8,8th
13446,2,325,2001,285,8,8th
13447,2,295,2002,125,2,2nd
13448,2,1,2002,133,2,2nd
13449,2,168,2002,174,2,2nd
13450,2,1,2002,125,3,3rd
13450,2,1,2006,141,3,3rd
13451,2,180,2002,184,4,4th
13452,2,15,2002,165,4,4th
13453,2,180,2002,165,3,3rd
13454,2,364,2002,197,4,4th
13455,2,273,2002,125,6,6th
13456,2,50,2002,141,5,5th
13457,2,321,2002,157,5,5th
13458,2,215,2002,149,5,5th
13459,2,50,2002,157,6,6th
13460,2,50,2002,285,6,6th
13461,2,50,2002,184,6,6th
13462,2,11,2002,165,6,6th
13463,2,343,2002,125,7,7th
13464,2,364,2002,174,7,7th
13465,2,373,2002,149,8,8th
13466,2,145,2002,157,8,8th
13467,2,180,2002,141,8,8th
13468,2,417,2002,285,8,8th
13469,2,327,2002,184,8,8th
13470,2,133,1979,150,7,7th
13471,2,165,1982,134,7,7th
13472,2,145,1982,142,8,8th
13473,2,229,1982,142,7,7th
13474,2,41,1982,150,8,8th
13475,2,228,1982,167,8,8th
13476,2,35,1982,190,7,7th
13477,2,226,1982,UNL,7,7th
13478,2,107,1982,UNL,8,8th
13479,3,262,1981,134,7,7th
13480,3,241,1981,134,8,8th
13481,3,241,1981,142,8,8th
13482,3,337,1981,118,8,8th
13483,3,381,1981,118,7,7th
13484,3,379,1981,150,7,7th
13485,3,324,1981,158,7,7th
13486,3,28,1981,150,8,8th
13487,3,238,1981,158,8,8th
13488,3,111,1981,167,8,8th
13489,3,213,1981,167,7,7th
13490,3,286,1981,177,7,7th
13491,3,379,1981,190,8,8th
13491,3,379,1982,190,7,7th
13492,3,391,1981,177,8,8th
13493,3,213,1981,190,7,7th
13494,3,386,1981,UNL,8,8th
13496,3,394,1982,118,8,8th
13497,3,384,1982,UNL,8,8th
13498,3,267,1982,126,8,8th
13499,3,382,1982,126,7,7th
13500,3,234,1982,134,8,8th
13501,3,383,1982,142,7,7th
13502,3,282,1982,150,7,7th
13503,3,305,1982,150,8,8th
13504,3,286,1982,158,7,7th
13505,3,260,1982,167,7,7th
13507,3,403,1982,177,7,7th
13508,3,140,1982,190,8,8th
13509,3,381,1982,167,8,8th
13510,7,230,1958,167,1,1st
13511,7,183,1958,123,1,1st
13512,7,117,1959,177,1,1st
13513,7,279,1959,UNL,1,1st
13513,7,279,1961,UNL,1,1st
13513,7,279,1962,UNL,1,1st
13514,7,275,1960,177,1,1st
13515,7,220,1960,UNL,1,1st
13516,7,19,1961,157,1,1st
13517,7,230,1961,147,1,1st
13518,7,163,1961,123,1,1st
13519,7,87,1962,177,1,1st
13520,7,141,1962,147,1,1st
13521,7,154,1962,157,1,1st
13522,7,168,1963,167,1,1st
13523,7,29,1963,157,1,1st
13524,7,230,1963,147,1,1st
13525,7,459,1964,137,1,1st
13526,7,163,1964,130,1,1st
13527,7,364,1964,157,1,1st
13528,7,163,1964,167,1,1st
13528,7,163,1967,177,1,1st
13529,7,87,1965,191,1,1st
13530,7,19,1965,130,1,1st
13531,7,135,1965,UNL,1,1st
13532,7,484,1969,UNL,1,1st
13533,7,363,1966,191,1,1st
13534,7,50,1966,145,1,1st
13534,7,50,1967,145,1,1st
13535,7,486,1966,115,1,1st
13536,7,181,1969,167,1,1st
13537,7,230,1967,191,1,1st
13538,7,460,1967,160,1,1st
13539,7,282,1968,123,1,1st
13540,7,168,1968,160,1,1st
13541,7,484,1968,152,1,1st
13542,7,419,1968,130,1,1st
13543,7,168,1968,145,1,1st
13543,7,168,1969,145,1,1st
13543,7,168,1970,150,1,1st
13544,7,486,1968,UNL,1,1st
13545,7,168,1969,115,1,1st
13546,7,178,1969,130,1,1st
13547,7,321,1969,152,1,1st
13548,7,168,1969,177,1,1st
13548,7,168,1971,177,1,1st
13549,7,460,1969,160,1,1st
13550,7,251,1970,UNL,1,1st
13550,7,251,1971,UNL,1,1st
13551,7,1,1970,177,1,1st
13552,7,168,1970,190,1,1st
13553,7,50,1970,142,1,1st
13554,7,484,1970,167,1,1st
13554,7,484,1972,167,1,1st
13554,7,484,1973,167,1,1st
13555,7,371,1971,150,1,1st
13556,7,475,1971,190,1,1st
13556,7,475,1972,190,1,1st
13557,7,230,1963,115,1,1st
13557,7,230,1964,115,1,1st
13557,7,230,1965,123,1,1st
13557,7,230,1967,123,1,1st
13558,7,50,1971,118,1,1st
13559,7,481,1971,126,1,1st
13560,7,50,1973,142,1,1st
13560,7,50,1974,142,1,1st
13561,7,50,1971,134,1,1st
13562,7,19,1971,142,1,1st
13563,7,481,1971,167,1,1st
13564,7,465,1971,158,1,1st
13565,7,473,1972,118,1,1st
13566,7,168,1972,126,1,1st
13566,7,168,1973,126,1,1st
13567,7,168,1972,UNL,1,1st
13568,7,13,1972,150,1,1st
13569,7,478,1972,134,1,1st
13570,7,458,1973,150,1,1st
13571,7,91,1973,UNL,1,1st
13572,7,482,1973,134,1,1st
13573,7,481,1973,118,1,1st
13574,7,277,1974,UNL,1,1st
13575,7,295,1974,126,1,1st
13575,7,295,1975,126,1,1st
13576,7,482,1974,150,1,1st
13577,7,345,1974,167,1,1st
13578,7,482,1974,134,1,1st
13578,7,482,1975,134,1,1st
13579,7,363,1975,142,1,1st
13580,7,90,1975,177,1,1st
13580,7,90,1976,177,1,1st
13580,7,90,1977,177,1,1st
13581,7,383,1975,158,1,1st
13582,7,366,1975,118,1,1st
13583,7,477,1975,150,1,1st
13584,7,1,1975,190,1,1st
13584,7,1,1976,190,1,1st
13585,7,119,1975,167,1,1st
13585,7,119,1976,167,1,1st
13586,7,371,1975,UNL,1,1st
13587,7,480,1976,126,1,1st
13587,7,480,1977,126,1,1st
13588,7,371,1976,118,1,1st
13588,7,371,1978,118,1,1st
13589,7,482,1976,134,1,1st
13590,7,90,1976,158,1,1st
13590,7,90,1977,158,1,1st
13591,7,107,1977,142,1,1st
13592,7,1,1976,142,1,1st
13593,7,1,1977,134,1,1st
13594,7,107,1977,190,1,1st
13595,7,227,1977,150,1,1st
13596,7,489,1977,167,1,1st
13596,7,489,1978,167,1,1st
13598,7,457,1978,190,1,1st
13599,7,198,1978,142,1,1st
13600,7,227,1978,177,1,1st
13601,7,50,1978,150,1,1st
13602,7,107,1978,134,1,1st
13603,7,1,1978,UNL,1,1st
13603,7,1,1979,UNL,1,1st
13604,7,286,1978,126,1,1st
13605,7,94,1979,177,1,1st
13606,7,483,1979,190,1,1st
13606,7,483,1980,190,1,1st
13607,7,295,1979,134,1,1st
13607,7,295,1980,134,1,1st
13608,7,269,1979,150,1,1st
13609,7,295,1979,142,1,1st
13610,7,13,1979,167,1,1st
13611,7,13,1979,126,1,1st
13612,7,489,1980,167,1,1st
13613,7,463,1980,118,1,1st
13614,7,285,1980,177,1,1st
13615,7,463,1980,150,1,1st
13616,7,1,1980,126,1,1st
13616,7,1,1982,126,1,1st
13617,7,227,1980,142,1,1st
13618,7,295,1981,177,1,1st
13618,7,295,1982,177,1,1st
13619,7,295,1981,167,1,1st
13619,7,295,1984,177,1,1st
13620,7,321,1981,158,1,1st
13621,7,295,1981,134,1,1st
13621,7,295,1982,142,1,1st
13621,7,295,1983,142,1,1st
13622,7,295,1981,118,1,1st
13623,7,459,1981,UNL,1,1st
13624,7,295,1981,142,1,1st
13625,7,283,1981,190,1,1st
13626,7,295,1981,126,1,1st
13627,7,321,1982,158,1,1st
13628,7,283,1982,150,1,1st
13629,7,50,1982,118,1,1st
13630,7,1,1982,167,1,1st
13631,7,1,1982,190,1,1st
13632,7,1,1983,158,1,1st
13633,7,459,1983,118,1,1st
13634,7,366,1983,126,1,1st
13635,3,249,2007,165,2,2nd
13635,7,325,1985,177,1,1st
13636,7,464,1983,190,1,1st
13637,7,489,1983,150,1,1st
13638,7,489,1983,UNL,1,1st
13638,7,489,1984,UNL,1,1st
13638,7,489,1985,UNL,1,1st
13638,7,489,1986,UNL,1,1st
13639,7,489,1983,177,1,1st
13640,7,50,1984,118,1,1st
13641,7,1,1984,134,1,1st
13642,7,50,1984,126,1,1st
13643,7,468,1984,190,1,1st
13644,7,295,1984,158,1,1st
13645,7,489,1984,167,1,1st
13646,7,464,1984,150,1,1st
13646,7,464,1985,158,1,1st
13646,7,464,1986,158,1,1st
13647,7,227,1984,142,1,1st
13648,7,295,1985,142,1,1st
13649,7,227,1985,190,1,1st
13650,7,419,1985,118,1,1st
13650,7,419,1986,126,1,1st
13651,7,325,1985,126,1,1st
13652,7,365,1985,134,1,1st
13653,7,227,1985,167,1,1st
13653,7,227,1986,167,1,1st
13654,7,1,1985,150,1,1st
13655,7,489,1986,177,1,1st
13656,7,472,1986,142,1,1st
13657,7,472,1989,177,1,1st
13658,7,295,1986,134,1,1st
13659,7,50,1987,126,1,1st
13660,7,227,1987,190,1,1st
13661,7,456,1987,177,1,1st
13661,7,456,1988,177,1,1st
13662,7,471,1987,UNL,1,1st
13663,7,156,1987,158,1,1st
13664,7,321,1987,134,1,1st
13665,7,321,1987,118,1,1st
13666,7,325,1987,167,1,1st
13666,7,325,1988,167,1,1st
13666,7,325,1989,167,1,1st
13667,7,198,1988,142,1,1st
13667,7,198,1989,142,1,1st
13668,7,479,1991,158,1,1st
13669,7,474,1988,190,1,1st
13670,7,489,1988,285,1,1st
13670,7,489,1989,285,1,1st
13671,7,489,1986,150,1,1st
13671,7,489,1988,150,1,1st
13672,7,227,1988,134,1,1st
13673,7,365,1988,118,1,1st
13674,7,295,1989,118,1,1st
13675,7,489,1989,134,1,1st
13676,7,463,1989,126,1,1st
13677,7,489,1989,150,1,1st
13678,7,489,1990,177,1,1st
13678,7,489,1991,177,1,1st
13678,7,489,1992,177,1,1st
13678,7,489,1993,177,1,1st
13679,7,472,1990,126,1,1st
13680,7,326,1990,118,1,1st
13681,7,489,1990,142,1,1st
13682,7,198,1990,134,1,1st
13683,7,485,1990,285,1,1st
13684,7,1,1990,167,1,1st
13685,7,483,1990,158,1,1st
13686,7,467,1995,158,1,1st
13686,7,467,1996,158,1,1st
13687,7,489,1995,150,1,1st
13688,7,472,1991,167,1,1st
13689,7,1,1991,126,1,1st
13690,7,489,1991,285,1,1st
13690,7,489,1992,285,1,1st
13690,7,489,1993,285,1,1st
13691,7,485,1991,150,1,1st
13692,7,365,1992,126,1,1st
13693,7,474,1992,167,1,1st
13694,7,489,1992,134,1,1st
13694,7,489,1993,134,1,1st
13695,7,472,1992,150,1,1st
13696,7,467,1992,142,1,1st
13697,7,483,1992,158,1,1st
13698,7,467,1993,126,1,1st
13698,7,467,1994,126,1,1st
13699,7,486,1993,142,1,1st
13700,7,365,1993,158,1,1st
13701,7,485,1993,190,1,1st
13702,7,227,1993,150,1,1st
13702,7,227,1994,150,1,1st
13703,7,474,1993,167,1,1st
13704,7,469,1994,167,1,1st
13705,7,467,1994,190,1,1st
13706,7,485,1994,118,1,1st
13707,7,485,1994,134,1,1st
13708,7,476,1994,158,1,1st
13709,7,485,1994,142,1,1st
13710,7,198,1995,177,1,1st
13711,7,482,1995,118,1,1st
13712,7,269,1995,190,1,1st
13713,7,466,1995,285,1,1st
13714,7,466,1995,126,1,1st
13715,7,364,1995,167,1,1st
13716,7,472,1998,190,1,1st
13716,7,472,1999,197,1,1st
13716,7,472,2000,197,1,1st
13716,7,472,2001,197,1,1st
13717,7,227,1997,134,1,1st
13718,7,364,1995,142,1,1st
13718,7,364,1996,150,1,1st
13718,7,364,1997,150,1,1st
13719,7,469,1996,285,1,1st
13720,7,469,1996,177,1,1st
13720,7,469,1997,177,1,1st
13720,7,469,1998,177,1,1st
13721,7,489,1996,142,1,1st
13722,7,198,1996,167,1,1st
13723,7,469,1996,118,1,1st
13724,7,364,1996,190,1,1st
13725,7,466,1996,126,1,1st
13726,7,227,1997,142,1,1st
13727,7,467,1997,285,1,1st
13728,7,489,1997,158,1,1st
13728,7,489,1998,158,1,1st
13728,7,489,1999,165,1,1st
13729,7,489,1997,126,1,1st
13730,7,466,1997,167,1,1st
13731,7,467,1997,118,1,1st
13732,7,469,1997,190,1,1st
13733,7,472,1998,134,1,1st
13734,7,461,1998,126,1,1st
13735,7,472,1998,142,1,1st
13736,7,489,1998,167,1,1st
13737,7,472,1998,285,1,1st
13738,7,469,1998,150,1,1st
13739,7,467,1999,184,1,1st
13739,7,467,2000,184,1,1st
13739,7,467,2001,184,1,1st
13740,7,461,1999,285,1,1st
13740,7,461,2002,285,1,1st
13741,7,472,1999,174,1,1st
13742,7,470,1999,149,1,1st
13743,7,227,1999,157,1,1st
13744,7,364,1999,141,1,1st
13745,7,466,2004,125,1,1st
13745,7,466,2005,125,1,1st
13746,7,466,2003,157,1,1st
13747,7,472,2003,285,1,1st
13748,7,472,2004,157,1,1st
13748,7,472,2005,157,1,1st
13749,7,472,2002,197,1,1st
13749,7,472,2003,197,1,1st
13749,7,472,2004,197,1,1st
13750,7,472,2000,133,1,1st
13751,7,466,2000,125,1,1st
13751,7,466,2003,133,1,1st
13752,7,469,2000,141,1,1st
13753,7,469,2000,149,1,1st
13754,7,461,2000,157,1,1st
13755,7,461,2000,165,1,1st
13756,7,489,2000,174,1,1st
13757,7,488,2000,285,1,1st
13758,7,469,2001,174,1,1st
13759,7,488,2001,125,1,1st
13760,7,467,2001,133,1,1st
13761,7,227,2001,141,1,1st
13762,7,327,2001,149,1,1st
13763,7,489,2001,157,1,1st
13764,7,227,2001,165,1,1st
13765,7,469,2001,285,1,1st
13766,7,490,2002,125,1,1st
13767,7,327,2002,133,1,1st
13768,7,487,2002,141,1,1st
13768,7,487,2004,141,1,1st
13769,2,330,2005,157,6,6th
13769,2,330,2006,157,5,5th
13769,7,466,2002,149,1,1st
13770,7,466,2002,165,1,1st
13771,7,466,2002,174,1,1st
13772,7,472,2002,184,1,1st
13773,7,467,2003,125,1,1st
13774,7,469,2003,141,1,1st
13775,7,487,2003,149,1,1st
13776,7,227,2003,165,1,1st
13777,7,459,2003,174,1,1st
13778,7,277,2003,184,1,1st
13779,7,472,2004,133,1,1st
13780,7,472,2004,149,1,1st
13781,7,227,2004,165,1,1st
13782,7,488,2004,174,1,1st
13783,7,472,2004,184,1,1st
13784,7,227,2004,285,1,1st
13786,2,228,1968,130,4,4th
13787,3,345,2005,184,1,1st
13787,3,345,2006,184,1,1st
13788,2,203,2005,125,2,2nd
13789,2,11,2005,125,7,7th
13790,2,1,2005,125,4,4th
13790,2,1,2006,125,4,4th
13791,2,49,2005,133,5,5th
13792,2,358,2005,133,4,4th
13792,2,358,2006,133,4,4th
13792,2,358,2007,133,4,4th
13792,2,358,2008,133,2,2nd
13793,2,373,2005,133,8,8th
13794,2,295,2005,133,7,7th
13794,2,295,2007,133,2,2nd
13795,2,1,2005,133,6,6th
13795,2,1,2008,133,3,3rd
13795,2,1,2009,141,2,2nd
13796,2,15,2005,141,4,4th
13797,2,418,2005,141,5,5th
13798,2,295,2005,141,6,6th
13798,2,295,2006,141,2,2nd
13798,2,295,2007,141,1,1st
13798,2,295,2008,141,1,1st
13799,2,49,2005,141,7,7th
13800,2,163,2005,141,8,8th
13801,2,364,2005,149,5,5th
13801,2,364,2006,149,1,1st
13801,2,364,2007,157,1,1st
13801,2,364,2008,157,2,2nd
13802,2,295,2005,149,7,7th
13802,2,295,2006,149,6,6th
13802,2,295,2007,149,4,4th
13803,2,145,2005,157,3,3rd
13804,2,321,2005,157,4,4th
13804,2,321,2006,157,2,2nd
13805,2,15,2005,157,7,7th
13805,2,15,2006,157,4,4th
13805,2,15,2007,157,4,4th
13806,2,199,2005,157,8,8th
13807,2,1,2005,165,3,3rd
13807,2,1,2007,165,7,7th
13808,2,418,2005,165,4,4th
13808,2,418,2006,165,2,2nd
13808,2,418,2007,174,7,7th
13809,2,64,2005,165,5,5th
13810,2,15,2005,165,6,6th
13810,2,15,2006,165,4,4th
13810,2,15,2007,174,3,3rd
13811,2,295,2005,165,7,7th
13811,2,295,2006,165,6,6th
13812,2,163,2005,165,8,8th
13813,2,269,2005,174,8,8th
13813,2,269,2006,174,6,6th
13814,2,479,2005,174,5,5th
13815,2,273,2005,174,4,4th
13816,2,203,2005,174,6,6th
13816,2,203,2007,174,5,5th
13817,2,168,2005,174,7,7th
13819,2,358,2005,174,3,3rd
13819,2,358,2006,174,2,2nd
13819,2,358,2007,174,2,2nd
13820,2,421,2005,174,1,1st
13821,2,11,2005,184,3,3rd
13822,2,203,2005,184,4,4th
13822,2,203,2006,184,2,2nd
13822,2,203,2007,184,4,4th
13822,2,203,2008,184,2,2nd
13823,2,1,2005,184,7,7th
13824,2,364,2005,184,6,6th
13825,2,219,2005,184,5,5th
13825,2,219,2006,184,3,3rd
13825,2,219,2007,184,6,6th
13826,2,419,2005,197,8,8th
13827,2,327,2005,197,6,6th
13828,2,49,2005,197,3,3rd
13828,2,49,2006,197,1,1st
13829,2,295,2005,285,5,5th
13829,2,295,2007,285,2,2nd
13830,2,163,2005,285,2,2nd
13831,2,145,2005,285,3,3rd
13832,2,491,2005,285,7,7th
13833,2,326,2005,285,6,6th
13833,2,326,2006,285,2,2nd
13833,2,326,2007,285,1,1st
13833,2,326,2008,285,1,1st
13834,3,366,2005,125,3,3rd
13834,3,366,2006,125,5,5th
13835,3,162,2005,125,6,6th
13835,3,162,2006,133,5,5th
13836,3,189,2005,125,8,8th
13836,3,189,2006,125,2,2nd
13837,3,363,2005,125,7,7th
13837,3,363,2007,133,6,6th
13837,3,363,2008,133,4,4th
13838,3,260,2005,133,3,3rd
13838,3,260,2006,125,1,1st
13839,3,236,2005,133,2,2nd
13840,3,141,2005,133,6,6th
13841,3,140,2005,133,4,4th
13841,3,140,2006,133,1,1st
13842,3,363,2005,133,8,8th
13843,3,238,2005,133,7,7th
13844,3,28,2005,133,5,5th
13844,3,28,2006,133,3,3rd
13844,3,28,2007,133,4,4th
13844,3,28,2008,133,8,8th
13845,3,385,2005,141,8,8th
13846,3,412,2005,149,3,3rd
13846,3,412,2006,149,3,3rd
13846,3,412,2007,149,2,2nd
13847,3,363,2005,149,4,4th
13847,3,363,2006,149,1,1st
13847,3,363,2007,149,6,6th
13848,3,76,2005,149,5,5th
13849,3,260,2005,149,6,6th
13849,3,260,2006,149,2,2nd
13849,3,260,2008,149,1,1st
13849,3,260,2009,149,3,3rd
13850,3,13,2005,149,7,7th
13850,3,13,2006,149,4,4th
13850,3,13,2007,149,4,4th
13851,3,344,2005,149,8,8th
13852,3,239,2005,157,3,3rd
13853,3,249,2005,157,4,4th
13853,3,249,2007,157,2,2nd
13854,3,385,2005,157,6,6th
13855,3,236,2005,157,5,5th
13855,3,236,2006,157,6,6th
13855,3,236,2007,165,4,4th
13855,3,236,2008,165,3,3rd
13856,3,320,2005,157,8,8th
13856,3,320,2006,149,6,6th
13857,3,301,2005,165,4,4th
13858,3,363,2005,165,6,6th
13859,3,278,2005,165,7,7th
13859,3,278,2006,174,6,6th
13859,3,278,2007,174,4,4th
13860,3,344,2005,165,8,8th
13861,3,413,2005,174,3,3rd
13862,3,238,2005,174,4,4th
13862,3,238,2006,174,1,1st
13862,3,238,2007,184,2,2nd
13863,3,415,2005,174,5,5th
13864,3,363,2005,174,6,6th
13864,3,363,2006,174,3,3rd
13864,3,363,2007,174,1,1st
13864,3,363,2008,174,1,1st
13865,3,126,2005,184,2,2nd
13865,3,126,2007,184,8,8th
13866,3,13,2005,184,4,4th
13866,3,13,2006,184,4,4th
13867,3,260,2005,184,5,5th
13867,3,260,2006,174,2,2nd
13868,3,140,2005,184,6,6th
13869,3,284,2005,184,7,7th
13869,3,284,2006,174,7,7th
13870,3,301,2005,184,8,8th
13870,3,301,2006,184,5,5th
13871,3,236,2005,197,3,3rd
13872,3,76,2005,197,2,2nd
13872,3,76,2006,197,1,1st
13873,3,294,2005,197,4,4th
13873,3,294,2006,197,6,6th
13873,3,294,2007,197,6,6th
13874,3,13,2005,197,6,6th
13875,3,363,2005,197,5,5th
13875,3,363,2006,197,2,2nd
13876,3,16,2005,197,8,8th
13877,3,60,2005,197,7,7th
13877,3,60,2006,197,5,5th
13878,3,141,2005,285,7,7th
13878,3,141,2006,285,5,5th
13879,3,284,2005,285,5,5th
13879,3,284,2006,285,3,3rd
13880,3,236,2005,285,8,8th
13880,3,236,2006,285,4,4th
13881,1,193,2005,125,8,8th
13881,1,193,2006,125,5,5th
13881,1,193,2007,133,2,2nd
13881,1,193,2008,133,1,1st
13881,6,193,2005,125,1,1st
13881,6,193,2006,125,2,2nd
13881,6,193,2007,133,1,1st
13881,6,193,2008,133,3,3rd
13882,1,20,2009,133,4,4th
13884,1,155,2005,133,4,4th
13884,1,155,2006,133,4,4th
13884,1,155,2008,133,5,5th
13884,5,155,2005,133,1,1st
13884,5,155,2006,133,2,2nd
13884,5,155,2007,133,3,3rd
13884,5,155,2008,133,4,4th
13885,1,193,2006,133,6,6th
13885,1,193,2007,141,4,4th
13885,1,193,2008,141,4,4th
13885,6,193,2005,133,1,1st
13885,6,193,2006,133,1,1st
13885,6,193,2007,141,1,1st
13885,6,193,2008,141,2,2nd
13886,1,193,2005,141,4,4th
13886,6,193,2005,141,3,3rd
13889,1,116,2005,141,8,8th
13889,5,116,2005,141,3,3rd
13889,5,116,2006,141,8,8th
13889,5,116,2007,141,6,6th
13890,1,151,2005,141,7,7th
13890,1,151,2007,149,2,2nd
13890,1,151,2008,149,4,4th
13890,5,151,2005,141,1,1st
