Season,Weight,Bracket,Round,Winner,Loser,Score,Decision Type
1961,147,0,10,8024,8023,"1-1, 7-2",1
1961,147,0,11,7928,8024,1-Mar,1
1961,147,0,11,7942,7729,1-Apr,1
1961,147,0,12,7942,7928,1-Mar,1
1961,147,1,1,7496,8019,1-Oct,1
1961,147,1,1,7730,8017,1-Oct,1
1961,147,1,1,7806,8022,Fall 2:01,2
1961,147,1,1,7853,7858,2-May,1
1961,147,1,1,7928,8021,3-May,1
1961,147,1,1,7935,7729,7-Oct,1
1961,147,1,1,7942,8015,5-Aug,1
1961,147,1,1,8024,8025,"1-1, 2-1",1
1961,147,1,2,7730,8016,Feb-00,1
1961,147,1,2,7806,8023,1-Sep,1
1961,147,1,2,7866,7853,4-Jul,1
1961,147,1,2,7928,8037,4-Dec,1
1961,147,1,2,7935,8020,17-3,1
1961,147,1,2,7942,7535,1-Jun,1
1961,147,1,2,8018,7496,2-Jun,1
1961,147,1,2,8024,7733,Apr-00,1
1961,147,1,3,7806,8024,1-Jul,1
1961,147,1,3,7928,7866,3-Nov,1
1961,147,1,3,7935,8018,Jun-00,1
1961,147,1,3,7942,7730,2-Jun,1
1961,147,1,4,7806,7928,4-May,1
1961,147,1,4,7935,7942,7-Oct,1
1961,147,1,5,7935,7806,Apr-00,1
1961,157,0,9,7879,7492,Med FFT,3
1961,157,0,9,8030,7872,1-Feb,1
1961,157,0,10,7932,7879,May-00,1
1961,157,0,10,8038,8030,2-Apr,1
1961,157,0,11,7491,8038,2-Mar,1
1961,157,0,11,7932,7809,Feb-00,1
1961,157,0,12,7932,7491,1-Feb,1
1961,157,1,1,7491,8028,4-Sep,1
1961,157,1,1,7525,7872,2-Sep,1
1961,157,1,1,7539,7879,2-Aug,1
1961,157,1,1,7745,8027,7-Aug,1
1961,157,1,1,7809,7511,3-Jun,1
1961,157,1,1,7932,8032,2-Dec,1
1961,157,1,1,8034,8033,Fall 1:50,2
1961,157,1,1,8038,8029,1-May,1
1961,157,1,2,7491,8039,7-Nov,1
1961,157,1,2,7525,8030,3-May,1
1961,157,1,2,7539,7492,Fall 1:20,2
1961,157,1,2,7809,8035,3-Jun,1
1961,157,1,2,7932,8031,2-Sep,1
1961,157,1,2,8026,7745,6-Jul,1
1961,157,1,2,8036,8034,Fall 1:09,2
1961,157,1,2,8038,7726,3-Jun,1
1961,157,1,3,7491,8026,"1-1, 1-1 SRD",1
1961,157,1,3,7525,8038,Apr-00,1
1961,157,1,3,7539,7932,5-Aug,1
1961,157,1,3,7809,8036,"4-4, 2-1",1
1961,157,1,4,7525,7491,1-Feb,1
1961,157,1,4,7539,7809,3-Sep,1
1961,157,1,5,7525,7539,Mar-00,1
1961,167,0,10,7865,7499,Apr-00,1
1961,167,0,10,7934,8011,Fall 3:30,2
1961,167,0,11,7865,8004,1-Feb,1
1961,167,0,11,7934,8006,"3-3, 1-1 SRD",1
1961,167,0,12,7865,7934,4-Sep,1
1961,167,1,1,8005,8013,2-Jul,1
1961,167,1,1,8006,7869,"6-6, 4-3",1
1961,167,1,2,7865,8002,3-Jul,1
1961,167,1,2,7930,8011,Jun-00,1
1961,167,1,2,7931,7499,1-Aug,1
1961,167,1,2,7934,8010,Sep-00,1
1961,167,1,2,8003,7488,1-Jul,1
1961,167,1,2,8004,8005,1-Apr,1
1961,167,1,2,8006,8007,2-Mar,1
1961,167,1,2,8008,8009,6-Jul,1
1961,167,1,3,7930,7934,2-Mar,1
1961,167,1,3,7931,7865,May-00,1
1961,167,1,3,8004,8003,1-Feb,1
1961,167,1,3,8006,8008,Mar-00,1
1961,167,1,4,7930,8006,3-Apr,1
1961,167,1,4,7931,8004,"8-8, 2-1",1
1961,167,1,5,7931,7930,4-Jul,1
1961,177,0,10,7801,7900,2-Apr,1
1961,177,0,10,7929,7994,14-10,1
1961,177,0,11,7801,8014,Med FFT,3
1961,177,0,11,7929,7998,2-Apr,1
1961,177,0,12,7801,7929,1-Apr,1
1961,177,1,2,7487,7801,2-May,1
1961,177,1,2,7802,7994,22-8,1
1961,177,1,2,7900,8001,2-Apr,1
1961,177,1,2,7929,7995,4-Oct,1
1961,177,1,2,7997,7996,15-11,1
1961,177,1,2,7998,7798,4-Jun,1
1961,177,1,2,7999,8000,2-Mar,1
1961,177,1,2,8014,7893,4-Oct,1
1961,177,1,3,7487,7900,2-Apr,1
1961,177,1,3,7802,7929,3-Sep,1
1961,177,1,3,7998,7997,"7-7, 5-3",1
1961,177,1,3,8014,7999,1-Apr,1
1961,177,1,4,7487,8014,"6-6, 4-0",1
1961,177,1,4,7802,7998,6-Aug,1
1961,177,1,5,7802,7487,5-Sep,1
1961,191,0,10,7518,7992,2-Mar,1
1961,191,0,10,7906,7990,Apr-00,1
1961,191,0,11,7795,7518,"1-1, 3-3 RD",1
1961,191,0,11,7906,7921,7-Aug,1
1961,191,0,12,7795,7906,2-Mar,1
1961,191,1,2,7518,7796,1-Mar,1
1961,191,1,2,7795,7910,8-Oct,1
1961,191,1,2,7906,7991,5-Aug,1
1961,191,1,2,7913,7992,Fall 8:18,2
1961,191,1,2,7921,7989,1-Aug,1
1961,191,1,2,7938,7990,14-0,1
1961,191,1,2,7987,7988,6-Sep,1
1961,191,1,2,7993,7775,3-Jun,1
1961,191,1,3,7795,7993,3-Jun,1
1961,191,1,3,7913,7518,1-Feb,1
1961,191,1,3,7921,7987,1-Mar,1
1961,191,1,3,7938,7906,13-5,1
1961,191,1,4,7913,7795,"1-1, 1-1 SRD",1
1961,191,1,4,7938,7921,2-Apr,1
1961,191,1,5,7938,7913,Apr-00,1
1961,UNL,0,10,7979,7980,Feb-00,1
1961,UNL,0,10,7983,7982,3-Jun,1
1961,UNL,0,11,7811,7979,1-Feb,1
1961,UNL,0,11,7940,7983,May-00,1
1961,UNL,0,12,7811,7940,1-Feb,1
1961,UNL,1,2,7811,7909,Jun-00,1
1961,UNL,1,2,7933,7980,Fall 2:31,2
1961,UNL,1,2,7937,7979,"1-1, 3-2",1
1961,UNL,1,2,7940,7985,2-Aug,1
1961,UNL,1,2,7978,7925,"1-1, 2-2 RD",1
1961,UNL,1,2,7980,7981,1-Mar,1
1961,UNL,1,2,7983,7984,3-Aug,1
1961,UNL,1,3,7811,7978,Feb-00,1
1961,UNL,1,3,7933,7983,Jun-00,1
1961,UNL,1,3,7937,7980,Mar-00,1
1961,UNL,1,3,7940,7986,May-00,1
1961,UNL,1,4,7933,7940,Fall 7:47,2
1961,UNL,1,4,7937,7811,"1-1, 2-1",1
1961,UNL,1,5,7937,7933,2-Mar,1
1962,115,0,10,7522,7817,"2-2, 2-2 RD",1
1962,115,0,10,7805,7815,7-Nov,1
1962,115,0,11,7522,7545,Med FFT,3
1962,115,0,11,7805,7813,"1-1, 1-1 RD",1
1962,115,0,12,7522,7805,"1-1, 1-1 SRD",1
1962,115,1,2,7494,7814,2-Apr,1
1962,115,1,2,7522,7818,4-May,1
1962,115,1,2,7532,7817,5-Jun,1
1962,115,1,2,7805,7816,"1-1, 3-2",1
1962,115,1,2,7808,7815,13-4,1
1962,115,1,2,7819,7696,5-Jul,1
1962,115,1,3,7532,7522,3-Jun,1
1962,115,1,3,7545,7819,Mar-00,1
1962,115,1,3,7808,7805,3-Jun,1
1962,115,1,3,7813,7494,3-May,1
1962,115,1,4,7532,7545,DFT 3:08,3
1962,115,1,4,7808,7813,3-Jun,1
1962,115,1,5,7808,7532,2-Jul,1
1962,123,0,10,7541,7828,Jul-00,1
1962,123,0,10,7697,7402,5-Aug,1
1962,123,0,11,7537,7697,3-Jun,1
1962,123,0,11,7804,7541,4-May,1
1962,123,0,12,7537,7804,2-May,1
1962,123,1,1,7402,7822,"5-5, 4-1",1
1962,123,1,1,7537,7821,4-Jun,1
1962,123,1,1,7693,7820,3-Jun,1
1962,123,1,1,7804,7823,1-Sep,1
1962,123,1,1,7825,7824,3-Apr,1
1962,123,1,1,7826,7827,4-Jun,1
1962,123,1,2,7537,7829,Fall 6:48,2
1962,123,1,2,7541,7826,Apr-00,1
1962,123,1,2,7588,7693,2-Mar,1
1962,123,1,2,7697,7690,4-May,1
1962,123,1,2,7799,7828,2-Jun,1
1962,123,1,2,7800,7402,3-Sep,1
1962,123,1,2,7804,7536,7-Sep,1
1962,123,1,2,7825,7686,Fall 5:56,2
1962,123,1,3,7537,7588,1-May,1
1962,123,1,3,7799,7541,2-Apr,1
1962,123,1,3,7800,7697,1-Apr,1
1962,123,1,3,7804,7825,3-May,1
1962,123,1,4,7799,7804,5-Jul,1
1962,123,1,4,7800,7537,1-Mar,1
1962,123,1,5,7800,7799,4-Jul,1
1962,130,0,9,7843,7842,2-Jul,1
1962,130,0,10,7524,7843,1-Apr,1
1962,130,0,10,7549,7830,2-Jun,1
1962,130,0,11,7516,7549,Aug-00,1
1962,130,0,11,7524,7841,Med FFT,3
1962,130,0,12,7516,7524,Fall 1:08,2
1962,130,1,1,7516,7834,14-1,1
1962,130,1,1,7530,7842,2-Aug,1
1962,130,1,1,7549,7831,1-Jul,1
1962,130,1,1,7700,7523,Jan-00,1
1962,130,1,1,7835,7836,3-Apr,1
1962,130,1,1,7839,7840,3-May,1
1962,130,1,2,7516,7833,Fall 4:26,2
1962,130,1,2,7524,7707,1-Apr,1
1962,130,1,2,7530,7843,4-Sep,1
1962,130,1,2,7549,7832,2-Apr,1
1962,130,1,2,7797,7830,1-Jun,1
1962,130,1,2,7837,7835,6-Sep,1
1962,130,1,2,7839,7838,Fall 7:48,2
1962,130,1,2,7841,7700,May-00,1
1962,130,1,3,7516,7837,3-Dec,1
1962,130,1,3,7530,7524,Feb-00,1
1962,130,1,3,7797,7549,2-Jun,1
1962,130,1,3,7841,7839,May-00,1
1962,130,1,4,7530,7841,"4-4, 3-0",1
1962,130,1,4,7797,7516,1-Apr,1
1962,130,1,5,7530,7797,2-May,1
1962,137,0,9,7844,7713,6-Jul,1
1962,137,0,10,7510,7844,2-Mar,1
1962,137,0,10,7850,7849,3-May,1
1962,137,0,11,7502,7510,1-Feb,1
1962,137,0,11,7812,7850,1-Mar,1
1962,137,0,12,7812,7502,1-Apr,1
1962,137,1,1,7411,7845,"5-5, 0-0 SRD",1
1962,137,1,1,7496,7713,1-Sep,1
1962,137,1,1,7847,7855,May-00,1
1962,137,1,1,7849,7708,1-Feb,1
1962,137,1,1,7850,7705,4-Dec,1
1962,137,1,1,7853,7852,Feb-00,1
1962,137,1,2,7496,7844,2-Jul,1
1962,137,1,2,7502,7848,"4-4, 3-2",1
1962,137,1,2,7510,7411,Jul-00,1
1962,137,1,2,7717,7853,2-Mar,1
1962,137,1,2,7794,7849,Fall 2:45,2
1962,137,1,2,7812,7854,1-Aug,1
1962,137,1,2,7846,7847,4-May,1
1962,137,1,2,7850,7851,2-Jul,1
1962,137,1,3,7496,7510,1-Apr,1
1962,137,1,3,7502,7846,2-May,1
1962,137,1,3,7794,7850,5-Jun,1
1962,137,1,3,7812,7717,2-Apr,1
1962,137,1,4,7496,7502,2-Apr,1
1962,137,1,4,7794,7812,1-Apr,1
1962,137,1,5,7794,7496,4-Jun,1
1962,147,0,9,7809,7729,5-Jun,1
1962,147,0,9,7859,7880,1-Feb,1
1962,147,0,10,7809,7544,2-Jul,1
1962,147,0,10,7860,7859,Jan-00,1
1962,147,0,11,7803,7860,"3-3, 3-0",1
1962,147,0,11,7809,7609,2-Apr,1
1962,147,0,12,7809,7803,5-Jun,1
1962,147,1,1,7491,7728,4-May,1
1962,147,1,1,7535,7809,"8-8, 3-0",1
1962,147,1,1,7539,7880,Fall 4:24,2
1962,147,1,1,7544,7866,2-Mar,1
1962,147,1,1,7597,7867,6-Sep,1
1962,147,1,1,7609,7863,"2-2, 4-2",1
1962,147,1,1,7730,7734,Mar-00,1
1962,147,1,1,7856,7857,2-Mar,1
1962,147,1,1,7859,7858,1-Apr,1
1962,147,1,1,7860,7861,1-Apr,1
1962,147,1,1,7864,7733,2-May,1
1962,147,1,1,7865,7616,Fall 7:39,2
1962,147,1,2,7535,7729,6-Jul,1
1962,147,1,2,7539,7859,3-Oct,1
1962,147,1,2,7544,7597,1-Mar,1
1962,147,1,2,7609,7732,2-May,1
1962,147,1,2,7730,7491,3-Apr,1
1962,147,1,2,7803,7856,Mar-00,1
1962,147,1,2,7860,7862,Fall 3:45,2
1962,147,1,2,7865,7864,Fall 4:59,2
1962,147,1,3,7535,7544,2-Jul,1
1962,147,1,3,7539,7860,4-Sep,1
1962,147,1,3,7609,7865,1-Mar,1
1962,147,1,3,7803,7730,4-May,1
1962,147,1,4,7535,7609,2-Jul,1
1962,147,1,4,7539,7803,Fall 1:29,2
1962,147,1,5,7535,7539,4-May,1
1962,157,0,9,7873,7872,4-Aug,1
1962,157,0,10,7806,7526,Feb-00,1
1962,157,0,10,7807,7873,1-Jun,1
1962,157,0,11,7806,7755,4-Jul,1
1962,157,0,11,7807,7745,5-Jun,1
1962,157,0,12,7806,7807,Fall 2:46,2
1962,157,1,1,7525,7873,3-Jun,1
1962,157,1,1,7526,7875,2-Apr,1
1962,157,1,1,7745,7506,"5-5, 2-0",1
1962,157,1,1,7755,7878,1-Apr,1
1962,157,1,1,7806,7876,Fall 4:57,2
1962,157,1,1,7870,7869,2-Mar,1
1962,157,1,2,7492,7879,1-Jun,1
1962,157,1,2,7525,7872,2-May,1
1962,157,1,2,7619,7526,Feb-00,1
1962,157,1,2,7745,7871,1-Jun,1
1962,157,1,2,7755,7877,1-Mar,1
1962,157,1,2,7806,7738,2-Aug,1
1962,157,1,2,7807,7874,1-Sep,1
1962,157,1,2,7870,7868,4-Jun,1
1962,157,1,3,7525,7807,1-Mar,1
1962,157,1,3,7619,7806,2-Jul,1
1962,157,1,3,7745,7870,9-Nov,1
1962,157,1,3,7755,7492,2-Jul,1
1962,157,1,4,7525,7745,2-Mar,1
1962,157,1,4,7619,7755,1-Jun,1
1962,157,1,5,7619,7525,2-May,1
1962,167,0,9,7488,7885,2-Mar,1
1962,167,0,9,7893,7751,Aug-00,1
1962,167,0,10,7888,7488,1-Mar,1
1962,167,0,10,7895,7893,2-Apr,1
1962,167,0,11,7511,7888,2-Mar,1
1962,167,0,11,7533,7895,2-Mar,1
1962,167,0,12,7511,7533,"2-2, 1-0",1
1962,167,1,1,7517,7893,3-Jul,1
1962,167,1,1,7533,7891,Jun-00,1
1962,167,1,1,7795,7885,4-Aug,1
1962,167,1,1,7881,7882,2-Jul,1
1962,167,1,1,7884,7883,May-00,1
1962,167,1,1,7886,7887,1-Sep,1
1962,167,1,1,7895,7894,3-Jun,1
1962,167,1,1,7906,7890,"6-6, 2-1",1
1962,167,1,2,7511,7884,4-Aug,1
1962,167,1,2,7515,7881,4-Dec,1
1962,167,1,2,7517,7751,1-May,1
1962,167,1,2,7533,7892,2-Jul,1
1962,167,1,2,7795,7488,1-Feb,1
1962,167,1,2,7888,7886,2-Apr,1
1962,167,1,2,7895,7896,5-Jul,1
1962,167,1,2,7906,7889,1-Jun,1
1962,167,1,3,7511,7515,May-00,1
1962,167,1,3,7517,7895,4-Jul,1
1962,167,1,3,7533,7906,4-May,1
1962,167,1,3,7795,7888,3-Aug,1
1962,167,1,4,7517,7533,1-Mar,1
1962,167,1,4,7795,7511,2-Mar,1
1962,167,1,5,7795,7517,2-Mar,1
1962,177,0,10,7538,7899,4-May,1
1962,177,0,10,7770,7900,3-May,1
1962,177,0,11,7538,7762,1-Mar,1
1962,177,0,11,7798,7770,Mar-00,1
1962,177,0,12,7538,7798,Mar-00,1
1962,177,1,1,7512,7764,8-Sep,1
1962,177,1,1,7538,7898,Fall 5:59,2
1962,177,1,1,7901,7902,3-Jul,1
1962,177,1,1,7904,7905,Feb-00,1
1962,177,1,1,7907,7766,4-May,1
1962,177,1,2,7528,7770,1-Jun,1
1962,177,1,2,7762,7512,4-May,1
1962,177,1,2,7798,7499,Mar-00,1
1962,177,1,2,7802,7538,3-Jun,1
1962,177,1,2,7899,7486,2-Jul,1
1962,177,1,2,7900,7901,4-May,1
1962,177,1,2,7904,7903,5-Jun,1
1962,177,1,2,7907,7897,Dec-00,1
1962,177,1,3,7528,7900,1-Feb,1
1962,177,1,3,7762,7907,4-Jul,1
1962,177,1,3,7798,7904,Mar-00,1
1962,177,1,3,7802,7899,3-Jun,1
1962,177,1,4,7528,7798,5-Jun,1
1962,177,1,4,7802,7762,3-Apr,1
1962,177,1,5,7802,7528,2-Mar,1
1962,191,0,10,7760,7916,Med FFT,3
1962,191,0,10,7913,7779,2-Mar,1
1962,191,0,11,7796,7913,2-Apr,1
1962,191,0,11,7801,7760,1-Apr,1
1962,191,0,12,7801,7796,1-Apr,1
1962,191,1,1,7760,7915,5-Jun,1
1962,191,1,1,7779,7911,1-Mar,1
1962,191,1,1,7781,7908,3-May,1
1962,191,1,2,7487,7916,15-0,1
1962,191,1,2,7519,7779,2-Apr,1
1962,191,1,2,7760,7914,Fall 8:02,2
1962,191,1,2,7796,7781,1-Feb,1
1962,191,1,2,7801,7917,Fall 6:26,2
1962,191,1,2,7910,7909,2-Apr,1
1962,191,1,2,7913,7912,1-Apr,1
1962,191,1,2,7919,7918,1-Jul,1
1962,191,1,3,7487,7760,Jul-00,1
1962,191,1,3,7519,7913,2-Mar,1
1962,191,1,3,7796,7910,"1-1, 3-3 SRD",1
1962,191,1,3,7801,7919,Apr-00,1
1962,191,1,4,7487,7801,2-Mar,1
1962,191,1,4,7519,7796,2-Mar,1
1962,191,1,5,7487,7519,1-Feb,1
1962,UNL,0,10,7550,7783,1-Mar,1
1962,UNL,0,10,7922,7782,1-Mar,1
1962,UNL,0,11,7793,7550,Feb-00,1
1962,UNL,0,11,7811,7922,Fall 4:44,2
1962,UNL,0,12,7793,7811,1-Apr,1
1962,UNL,1,2,7546,7920,3-Jun,1
1962,UNL,1,2,7550,7927,1-Jul,1
1962,UNL,1,2,7674,7782,2-Mar,1
1962,UNL,1,2,7793,7926,1-Sep,1
1962,UNL,1,2,7810,7783,Fall 3:36,2
1962,UNL,1,2,7811,7921,1-Apr,1
1962,UNL,1,2,7922,7923,2-Apr,1
1962,UNL,1,2,7925,7924,Fall 5:02,2
1962,UNL,1,3,7674,7922,Mar-00,1
1962,UNL,1,3,7793,7925,1-Feb,1
1962,UNL,1,3,7810,7550,Fall 3:49,2
1962,UNL,1,3,7811,7546,2-May,1
1962,UNL,1,4,7674,7811,2-Mar,1
1962,UNL,1,4,7810,7793,1-Feb,1
1962,UNL,1,5,7810,7674,Fall 3:21,2
1963,115,0,9,7676,7675,6-Sep,1
1963,115,0,10,7494,7676,2-Apr,1
1963,115,0,10,7522,7271,3-Apr,1
1963,115,0,11,7483,7522,Feb-00,1
1963,115,0,11,7551,7494,"3-3, 3-0",1
1963,115,0,12,7483,7551,3-May,1
1963,115,0,13,7494,7522,3-Apr,1
1963,115,1,1,7271,7683,3-Jul,1
1963,115,1,1,7494,7677,2-Apr,1
1963,115,1,1,7522,7681,1-May,1
1963,115,1,1,7545,7676,5-Nov,1
1963,115,1,1,7565,7679,3-Aug,1
1963,115,1,1,7685,7558,2-Apr,1
1963,115,1,2,7483,7568,Fall 5:31,2
1963,115,1,2,7494,7678,4-May,1
1963,115,1,2,7522,7680,3-Apr,1
1963,115,1,2,7531,7271,"1-1, 5-2",1
1963,115,1,2,7545,7675,Fall 2:31,2
1963,115,1,2,7551,7267,2-Mar,1
1963,115,1,2,7565,7557,1-Apr,1
1963,115,1,2,7685,7684,4-May,1
1963,115,1,3,7483,7685,"1-1, 4-4 RD",1
1963,115,1,3,7531,7522,Fall 6:32,2
1963,115,1,3,7545,7494,4-Oct,1
1963,115,1,3,7551,7565,3-Sep,1
1963,115,1,4,7531,7483,3-Aug,1
1963,115,1,4,7545,7551,Fall 5:49,2
1963,115,1,5,7531,7545,Fall 8:11,2
1963,123,0,9,7536,7503,1-Mar,1
1963,123,0,10,7523,7687,1-Aug,1
1963,123,0,10,7536,7692,1-Feb,1
1963,123,0,11,7532,7523,Feb-00,1
1963,123,0,11,7541,7536,"0-0, 0-0 RD",1
1963,123,0,12,7532,7541,Feb-00,1
1963,123,0,13,7523,7536,"3-3, 1-0",1
1963,123,1,1,7523,7384,DFT,3
1963,123,1,1,7532,7579,Sep-00,1
1963,123,1,1,7536,7694,4-Jul,1
1963,123,1,1,7537,7503,May-00,1
1963,123,1,1,7687,7686,Jul-00,1
1963,123,1,1,7689,7253,4-Jun,1
1963,123,1,1,7690,7698,Apr-00,1
1963,123,1,1,7692,7693,Apr-00,1
1963,123,1,1,7695,7570,DFT,3
1963,123,1,1,7697,7564,4-May,1
1963,123,1,2,7521,7687,4-Jun,1
1963,123,1,2,7523,7688,1-Jul,1
1963,123,1,2,7532,7689,1-Mar,1
1963,123,1,2,7537,7536,4-Jul,1
1963,123,1,2,7541,7695,4-Jun,1
1963,123,1,2,7690,7691,7-Sep,1
1963,123,1,2,7692,7501,Apr-00,1
1963,123,1,2,7696,7697,2-Mar,1
1963,123,1,3,7521,7523,3-Jul,1
1963,123,1,3,7532,7690,5-Jun,1
1963,123,1,3,7537,7692,14-2,1
1963,123,1,3,7541,7696,Feb-00,1
1963,123,1,4,7521,7532,3-Jul,1
1963,123,1,4,7537,7541,"3-3, 5-3",1
1963,123,1,5,7537,7521,Fall 10:55 OT,2
1963,130,0,10,7228,7588,Feb-00,1
1963,130,0,10,7498,7702,4-Jun,1
1963,130,0,11,7498,7549,"4-4, 2-1",1
1963,130,0,11,7524,7228,2-Mar,1
1963,130,0,12,7498,7524,5-Jul,1
1963,130,0,13,7228,7549,1-Apr,1
1963,130,1,1,7408,7704,1-Aug,1
1963,130,1,1,7498,7701,14-9,1
1963,130,1,1,7524,7421,Feb-00,1
1963,130,1,1,7549,7700,2-Mar,1
1963,130,1,1,7592,7577,4-May,1
1963,130,1,1,7707,7706,5-Aug,1
1963,130,1,2,7419,7228,3-Jun,1
1963,130,1,2,7498,7585,3-Apr,1
1963,130,1,2,7524,7705,3-Jun,1
1963,130,1,2,7530,7702,Fall 4:02,2
1963,130,1,2,7549,7413,3-Jul,1
1963,130,1,2,7588,7707,2-Jul,1
1963,130,1,2,7699,7592,5-Jun,1
1963,130,1,2,7703,7408,3-Aug,1
1963,130,1,3,7419,7588,4-Jul,1
1963,130,1,3,7524,7703,Apr-00,1
1963,130,1,3,7530,7498,7-Oct,1
1963,130,1,3,7549,7699,3-Jun,1
1963,130,1,4,7419,7524,2-Apr,1
1963,130,1,4,7530,7549,1-Mar,1
1963,130,1,5,7530,7419,8-Dec,1
1963,137,0,9,7553,7711,2-Jun,1
1963,137,0,9,7554,7718,2-Apr,1
1963,137,0,10,7553,7713,3-Apr,1
1963,137,0,10,7554,7716,Apr-00,1
1963,137,0,11,7489,7554,Fall 7:41 OT,2
1963,137,0,11,7510,7553,Feb-00,1
1963,137,0,12,7510,7489,1-Apr,1
1963,137,0,13,7553,7554,Aug-00,1
1963,137,1,1,7409,7593,"5-5, 6-5",1
1963,137,1,1,7412,7582,6-Aug,1
1963,137,1,1,7489,7720,Apr-00,1
1963,137,1,1,7496,7711,Jul-00,1
1963,137,1,1,7510,7709,1-Jun,1
1963,137,1,1,7516,7718,Dec-00,1
1963,137,1,1,7547,7712,Feb-00,1
1963,137,1,1,7553,7401,6-Oct,1
1963,137,1,1,7554,7719,4-May,1
1963,137,1,1,7710,7386,2-Jul,1
1963,137,1,1,7713,7714,2-Mar,1
1963,137,1,1,7716,7715,3-Apr,1
1963,137,1,1,7717,7586,4-Nov,1
1963,137,1,1,7721,7722,1-Aug,1
1963,137,1,2,7489,7412,1-Aug,1
1963,137,1,2,7496,7553,2-Jun,1
1963,137,1,2,7510,7708,1-Feb,1
1963,137,1,2,7516,7554,8-Dec,1
1963,137,1,2,7710,7409,2-Apr,1
1963,137,1,2,7713,7547,2-May,1
1963,137,1,2,7716,7717,"1-1, 1-1 RD",1
1963,137,1,2,7721,7596,2-Nov,1
1963,137,1,3,7489,7721,15-12,1
1963,137,1,3,7496,7713,4-Aug,1
1963,137,1,3,7510,7710,2-Apr,1
1963,137,1,3,7516,7716,Fall 2:40,2
1963,137,1,4,7496,7510,2-May,1
1963,137,1,4,7516,7489,17-4,1
1963,137,1,5,7496,7516,"5-5, 3-2",1
1963,147,0,9,7506,7526,1-Apr,1
1963,147,0,9,7548,7608,Fall 2:55,2
1963,147,0,10,7506,7732,2-May,1
1963,147,0,10,7548,7730,"1-1, 3-2",1
1963,147,0,11,7237,7506,2-Mar,1
1963,147,0,11,7548,7210,3-Apr,1
1963,147,0,12,7237,7548,"0-0, 2-2 RD",1
1963,147,0,13,7210,7506,3-Jun,1
1963,147,1,1,7210,7724,DFT,3
1963,147,1,1,7233,7727,2-Jul,1
1963,147,1,1,7237,7734,4-May,1
1963,147,1,1,7467,7736,4-Oct,1
1963,147,1,1,7500,7729,4-Jul,1
1963,147,1,1,7506,7224,1-May,1
1963,147,1,1,7535,7608,May-00,1
1963,147,1,1,7544,7526,3-Jun,1
1963,147,1,1,7548,7728,1-Feb,1
1963,147,1,1,7611,7603,7-Aug,1
1963,147,1,1,7726,7725,1-May,1
1963,147,1,1,7730,7211,Mar-00,1
1963,147,1,1,7732,7731,May-00,1
1963,147,1,1,7733,7438,1-Feb,1
1963,147,1,2,7207,7467,2-May,1
1963,147,1,2,7210,7723,3-Jul,1
1963,147,1,2,7237,7733,Feb-00,1
1963,147,1,2,7535,7548,Feb-00,1
1963,147,1,2,7544,7506,"3-3, 0-0 RD",1
1963,147,1,2,7726,7233,3-Apr,1
1963,147,1,2,7730,7500,Fall 10:35 OT,2
1963,147,1,2,7732,7611,4-May,1
1963,147,1,3,7210,7726,3-Jun,1
1963,147,1,3,7237,7207,"3-3, 3-0",1
1963,147,1,3,7535,7730,1-Mar,1
1963,147,1,3,7544,7732,Apr-00,1
1963,147,1,4,7535,7210,Jun-00,1
1963,147,1,4,7544,7237,1-Feb,1
1963,147,1,5,7535,7544,2-Jul,1
1963,157,0,9,7744,7602,4-Jun,1
1963,157,0,9,7750,7748,2-Mar,1
1963,157,0,10,7504,7744,3-Apr,1
1963,157,0,10,7520,7750,Fall 2:26,2
1963,157,0,11,7491,7504,3-Oct,1
1963,157,0,11,7520,7448,Fall 4:18,2
1963,157,0,12,7491,7520,6-Jul,1
1963,157,0,13,7448,7504,3-Jun,1
1963,157,1,1,7448,7632,2-Apr,1
1963,157,1,1,7491,7740,4-Aug,1
1963,157,1,1,7504,7743,1-Jun,1
1963,157,1,1,7520,7747,17-7,1
1963,157,1,1,7525,7748,1-Apr,1
1963,157,1,1,7539,7744,Fall 5:34,2
1963,157,1,1,7738,7745,0-0 OT RD,1
1963,157,1,1,7741,7742,3-1 OT,1
1963,157,1,1,7750,7749,2-May,1
1963,157,1,1,7752,7751,Mar-00,1
1963,157,1,2,7426,7738,2-Apr,1
1963,157,1,2,7448,7754,3-May,1
1963,157,1,2,7491,7739,2-Aug,1
1963,157,1,2,7504,7741,Mar-00,1
1963,157,1,2,7520,7746,Fall 4:06,2
1963,157,1,2,7525,7750,1-Apr,1
1963,157,1,2,7539,7602,Mar-00,1
1963,157,1,2,7753,7752,Fall 1:05,2
1963,157,1,3,7448,7753,Fall 7:41,2
1963,157,1,3,7491,7426,Feb-00,1
1963,157,1,3,7525,7520,2-Apr,1
1963,157,1,3,7539,7504,May-00,1
1963,157,1,4,7525,7448,3-Jul,1
1963,157,1,4,7539,7491,1-Mar,1
1963,157,1,5,7539,7525,2-May,1
1963,167,0,10,7508,7639,2-Jun,1
1963,167,0,10,7543,7261,1-Mar,1
1963,167,0,11,7222,7508,Feb-00,1
1963,167,0,11,7517,7543,2-Apr,1
1963,167,0,12,7222,7517,1-Feb,1
1963,167,0,13,7508,7543,Jan-00,1
1963,167,1,1,7508,7761,Fall 4:27,2
