Season,Weight,Bracket,Round,Winner,Loser,Score,Decision Type
1986,134,1,2,3012,3198,1-Jun,1
1986,134,1,2,3252,3388,4-May,1
1986,134,1,2,3387,3430,Fall 3:56,2
1986,134,1,2,3390,3389,14-6,6
1986,134,1,2,3391,2828,2-Mar,1
1986,134,1,2,3392,3196,6-Jul,1
1986,134,1,2,3429,3228,8-Sep,1
1986,134,1,2,3431,7364,14-1,5
1986,134,1,3,3252,3392,15-7,6
1986,134,1,3,3387,3431,2-Jun,1
1986,134,1,3,3390,3012,May-00,1
1986,134,1,3,3391,3429,7-Oct,1
1986,134,1,4,3252,3391,3-Apr,1
1986,134,1,4,3387,3390,2-May,1
1986,134,1,5,3387,3252,2-Jun,1
1986,142,0,0,2989,3502,Fall 5:40,2
1986,142,0,0,3235,3318,2-Dec,6
1986,142,0,7,2702,3507,Med FFT,3
1986,142,0,7,3235,3504,3-Dec,6
1986,142,0,7,3267,3506,14-1,5
1986,142,0,7,3432,2945,3-Jun,1
1986,142,0,7,3433,3135,Fall 2:30,2
1986,142,0,7,3434,3303,Mar-00,1
1986,142,0,7,3455,3296,Fall 2:10,2
1986,142,0,7,3503,2989,2-Apr,1
1986,142,0,8,3267,2702,Fall 1:02,2
1986,142,0,8,3432,3455,3-Sep,1
1986,142,0,8,3433,3503,4-Jul,1
1986,142,0,8,3434,3235,6-Sep,1
1986,142,0,9,2933,3434,15-7,6
1986,142,0,9,3180,3433,6-Sep,1
1986,142,0,9,3267,3435,"3-3, 6-1",1
1986,142,0,9,3396,3432,Apr-00,1
1986,142,0,10,2933,3267,3-Aug,1
1986,142,0,10,3396,3180,Jun-00,1
1986,142,0,11,3394,2933,Fall 5:28,2
1986,142,0,11,3395,3396,Jun-00,1
1986,142,0,12,3394,3395,5-Jun,1
1986,142,0,13,3396,2933,15-7,6
1986,142,0,14,3267,3180,Med FFT,3
1986,142,1,0,2933,2989,5-Jun,1
1986,142,1,0,3180,3318,13-3,6
1986,142,1,1,2933,3502,16-8,6
1986,142,1,1,2945,3495,Apr-00,1
1986,142,1,1,3135,3140,Fall 5:18,2
1986,142,1,1,3180,3235,5-Aug,1
1986,142,1,1,3197,3303,15-5,6
1986,142,1,1,3267,3454,Fall 6:09,2
1986,142,1,1,3393,3433,Fall 4:34,2
1986,142,1,1,3394,2702,3-Apr,1
1986,142,1,1,3395,3432,Jan-00,1
1986,142,1,1,3396,3506,Oct-00,6
1986,142,1,1,3434,3505,6-Aug,1
1986,142,1,1,3435,3296,6-Oct,1
1986,142,1,1,3455,3200,6-Sep,1
1986,142,1,1,3503,3453,1-May,1
1986,142,1,1,3504,2797,5-Jul,1
1986,142,1,1,3507,3057,3-Jul,1
1986,142,1,2,2933,3503,2-Jul,1
1986,142,1,2,3180,3504,"8-8, 7-2",1
1986,142,1,2,3197,3434,Fall 3:34,2
1986,142,1,2,3393,3135,Fall 5:47,2
1986,142,1,2,3394,3507,DFT 0:40,3
1986,142,1,2,3395,2945,1-Mar,1
1986,142,1,2,3396,3267,Jun-00,1
1986,142,1,2,3435,3455,5-Aug,1
1986,142,1,3,3197,3180,4-Sep,1
1986,142,1,3,3393,2933,Fall 6:05,2
1986,142,1,3,3394,3396,6-Aug,1
1986,142,1,3,3395,3435,2-Jun,1
1986,142,1,4,3197,3394,4-May,1
1986,142,1,4,3393,3395,6-Aug,1
1986,142,1,5,3393,3197,6-Nov,1
1986,150,0,0,3125,3511,2-Mar,1
1986,150,0,7,2976,3457,Feb-00,1
1986,150,0,7,3002,3514,4-Jul,1
1986,150,0,7,3125,3510,4-Jul,1
1986,150,0,7,3233,3310,3-Oct,1
1986,150,0,7,3399,3320,2-May,1
1986,150,0,7,3513,3202,3-Jul,1
1986,150,0,7,3515,3312,3-Oct,1
1986,150,0,7,3519,3521,6-Oct,1
1986,150,0,8,2976,3515,Jan-00,1
1986,150,0,8,3002,3513,2-Apr,1
1986,150,0,8,3233,3519,8-Oct,1
1986,150,0,8,3399,3125,May-00,1
1986,150,0,9,2873,2976,3-May,1
1986,150,0,9,3002,3437,1-Apr,1
1986,150,0,9,3142,3233,5-Jun,1
1986,150,0,9,3399,3436,2-Aug,1
1986,150,0,10,2873,3142,2-Apr,1
1986,150,0,10,3002,3399,4-Nov,1
1986,150,0,11,3161,3002,Jan-00,1
1986,150,0,11,3398,2873,4-Jun,1
1986,150,0,12,3161,3398,"2-2, 1-0",1
1986,150,0,13,2873,3002,Apr-00,1
1986,150,0,14,3142,3399,3-Sep,1
1986,150,1,0,3002,3119,14-2,5
1986,150,1,0,3312,3517,2-Jul,1
1986,150,1,0,3397,3125,2-Oct,6
1986,150,1,0,3512,3322,3-Aug,1
1986,150,1,0,3518,3456,4-Aug,1
1986,150,1,1,2873,3514,4-May,1
1986,150,1,1,2976,3518,"6-6, 7-2",1
1986,150,1,1,3002,2899,Jan-00,1
1986,150,1,1,3142,3320,5-Sep,1
1986,150,1,1,3161,3513,Apr-00,1
1986,150,1,1,3201,3312,16-2,5
1986,150,1,1,3202,3512,5-Jun,1
1986,150,1,1,3233,2980,2-Jul,1
1986,150,1,1,3397,3511,Fall 4:26,2
1986,150,1,1,3398,3310,"TF 21-5, 5:19",4
1986,150,1,1,3399,3508,16-3,5
1986,150,1,1,3436,3521,6-Jul,1
1986,150,1,1,3437,3457,3-Jul,1
1986,150,1,1,3510,3307,4-Jul,1
1986,150,1,1,3515,3516,3-Jun,1
1986,150,1,1,3519,3520,5-Jun,1
1986,150,1,2,2873,3002,1-Oct,6
1986,150,1,2,3142,3399,5-Aug,1
1986,150,1,2,3161,3202,"TF 17-1, 6:46",4
1986,150,1,2,3201,3515,2-Oct,6
1986,150,1,2,3397,3510,3-Dec,6
1986,150,1,2,3398,3233,13-6,1
1986,150,1,2,3436,3519,16-7,6
1986,150,1,2,3437,2976,4-May,1
1986,150,1,3,3161,2873,"5-5, 1-0",1
1986,150,1,3,3201,3437,16-4,5
1986,150,1,3,3397,3142,3-Apr,1
1986,150,1,3,3398,3436,DFT 6:27,3
1986,150,1,4,3201,3398,Fall 4:55,2
1986,150,1,4,3397,3161,4-Jul,1
1986,150,1,5,3201,3397,3-Oct,1
1986,158,0,0,3438,3523,"3-3, 4-1",1
1986,158,0,0,3529,3330,3-May,1
1986,158,0,7,2837,3532,3-Oct,1
1986,158,0,7,2902,3329,3-Aug,1
1986,158,0,7,2998,3527,3-Dec,6
1986,158,0,7,3438,3522,Apr-00,1
1986,158,0,7,3439,2800,15-4,6
1986,158,0,7,3460,2927,6-Nov,1
1986,158,0,7,3524,3459,3-Apr,1
1986,158,0,7,3529,3205,4-Sep,1
1986,158,0,8,2837,2902,4-Aug,1
1986,158,0,8,2998,3524,14-4,6
1986,158,0,8,3438,3460,7-Nov,1
1986,158,0,8,3439,3529,5-Sep,1
1986,158,0,9,2977,3438,3-Apr,1
1986,158,0,9,3401,2837,11-Dec,1
1986,158,0,9,3402,3439,Fall 5:39,2
1986,158,0,9,3403,2998,4-Oct,1
1986,158,0,10,2977,3403,"TF 15-0, 6:00",4
1986,158,0,10,3401,3402,5-Jul,1
1986,158,0,11,3067,2977,May-00,1
1986,158,0,11,3401,3255,"2-2, 4-0",1
1986,158,0,12,3067,3401,Jul-00,1
1986,158,0,13,2977,3255,Med FFT,3
1986,158,0,14,3402,3403,4-Oct,1
1986,158,1,0,2800,2804,Fall 6:05,2
1986,158,1,0,2998,3526,5-Jul,1
1986,158,1,0,3255,3330,13-11,1
1986,158,1,0,3401,3523,14-8,1
1986,158,1,0,3524,3525,May-00,1
1986,158,1,1,2800,3530,Dec-00,5
1986,158,1,1,2837,3531,Fall 3:14,2
1986,158,1,1,2902,3533,4-Sep,1
1986,158,1,1,2977,3329,2-Oct,6
1986,158,1,1,3067,2927,16-3,5
1986,158,1,1,3205,3528,4-Jul,1
1986,158,1,1,3209,2998,2-Jun,1
1986,158,1,1,3255,3529,18-12,1
1986,158,1,1,3400,3532,17-3,5
1986,158,1,1,3401,3438,2-May,1
1986,158,1,1,3402,3524,6-Jul,1
1986,158,1,1,3403,3439,5-Aug,1
1986,158,1,1,3459,3328,14-2,5
1986,158,1,1,3460,3253,3-May,1
1986,158,1,1,3522,3258,2-Jun,1
1986,158,1,1,3527,3106,"5-5, 2-0",1
1986,158,1,2,2977,2902,7-Dec,1
1986,158,1,2,3067,3460,"2-2, 3-0",1
1986,158,1,2,3209,3527,Fall 2:28,2
1986,158,1,2,3255,3205,6-Oct,1
1986,158,1,2,3400,2837,3-Apr,1
1986,158,1,2,3401,3522,4-Jul,1
1986,158,1,2,3402,3459,2-Mar,1
1986,158,1,2,3403,2800,5-Sep,1
1986,158,1,3,3067,3401,Fall 1:34,2
1986,158,1,3,3209,3402,2-Jun,1
1986,158,1,3,3255,3403,18-8,6
1986,158,1,3,3400,2977,2-Mar,1
1986,158,1,4,3209,3067,"3-3, 5-1",1
1986,158,1,4,3400,3255,Nov-00,6
1986,158,1,5,3400,3209,2-May,1
1986,167,0,0,3539,3335,1-Feb,1
1986,167,0,7,2880,3534,TF 3:46,4
1986,167,0,7,3155,3543,4-Sep,1
1986,167,0,7,3337,3134,1-Mar,1
1986,167,0,7,3441,3539,1-Jun,1
1986,167,0,7,3442,3338,2-Nov,6
1986,167,0,7,3443,3461,6-Oct,1
1986,167,0,7,3537,3536,13-6,1
1986,167,0,7,3548,3546,7-Aug,1
1986,167,0,8,2880,3537,16-2,5
1986,167,0,8,3441,3337,2-Oct,6
1986,167,0,8,3442,3155,3-Dec,6
1986,167,0,8,3443,3548,3-May,1
1986,167,0,9,2880,3440,Dec-00,5
1986,167,0,9,3212,3441,5-Jun,1
1986,167,0,9,3214,3442,13-11,1
1986,167,0,9,3406,3443,6-Aug,1
1986,167,0,10,3212,2880,3-May,1
1986,167,0,10,3406,3214,3-Jul,1
1986,167,0,11,3166,3212,3-May,1
1986,167,0,11,3406,2877,9-Nov,1
1986,167,0,12,3166,3406,2-Apr,1
1986,167,0,13,2877,3212,2-Jun,1
1986,167,0,14,2880,3214,1-Apr,1
1986,167,1,0,3214,3335,Mar-00,1
1986,167,1,1,2877,3338,17-5,5
1986,167,1,1,2880,3462,3-May,1
1986,167,1,1,3155,3544,7-Nov,1
1986,167,1,1,3166,3534,1-Aug,1
1986,167,1,1,3212,3543,Fall 1:08,2
1986,167,1,1,3214,3539,4-Sep,1
1986,167,1,1,3337,3538,15-9,1
1986,167,1,1,3404,3134,14-6,6
1986,167,1,1,3405,3548,2-Aug,1
1986,167,1,1,3406,3537,TF 6:56,4
1986,167,1,1,3440,3443,Fall 4:14,2
1986,167,1,1,3441,3541,Nov-00,6
1986,167,1,1,3442,3545,13-7,1
1986,167,1,1,3461,3333,1-Feb,1
1986,167,1,1,3536,3535,9-Oct,1
1986,167,1,1,3546,3547,"3-3, 7-0",1
1986,167,1,2,2877,3442,2-Jun,1
1986,167,1,2,3166,2880,5-Jun,1
1986,167,1,2,3212,3155,1-Oct,6
1986,167,1,2,3214,3441,Fall 1:48,2
1986,167,1,2,3404,3337,21-8,5
1986,167,1,2,3405,3546,15-6,6
1986,167,1,2,3406,3536,Fall 0:42,2
1986,167,1,2,3440,3461,9-Nov,1
1986,167,1,3,2877,3212,5-Jul,1
1986,167,1,3,3166,3406,"1-1, 4-2",1
1986,167,1,3,3404,3214,"TF 20-4, 6:46",4
1986,167,1,3,3405,3440,17-5,5
1986,167,1,4,3404,3166,3-Sep,1
1986,167,1,4,3405,2877,1-Feb,1
1986,167,1,5,3404,3405,15-3,5
1986,177,0,0,3213,3237,2-Mar,1
1986,177,0,0,3552,3553,8-Oct,1
1986,177,0,7,2831,3559,2-Nov,6
1986,177,0,7,3064,3557,"3-3, 2-2 Cr 3",1
1986,177,0,7,3087,3465,2-Mar,1
1986,177,0,7,3213,2788,17-8,6
1986,177,0,7,3216,3016,1-Jun,1
1986,177,0,7,3410,3350,Fall 0:32,2
1986,177,0,7,3552,3550,18-14,1
1986,177,0,7,3555,3463,1-Dec,6
1986,177,0,8,2831,3064,2-Dec,6
1986,177,0,8,3213,3555,Fall 4:38,2
1986,177,0,8,3216,3552,Fall 2:54,2
1986,177,0,8,3410,3087,Mar-00,1
1986,177,0,9,2831,3445,5-Jun,1
1986,177,0,9,3213,3215,15-8,1
1986,177,0,9,3410,3444,2-Sep,1
1986,177,0,9,3412,3216,3-May,1
1986,177,0,10,3213,2831,3-Nov,6
1986,177,0,10,3410,3412,6-Nov,1
1986,177,0,11,3211,3213,5-Oct,1
1986,177,0,11,3410,3083,14-4,6
1986,177,0,12,3410,3211,Fall 0:59,2
1986,177,0,13,3083,3213,19-5,5
1986,177,0,14,3412,2831,2-Apr,1
1986,177,1,0,3408,3552,Fall 6:02,2
1986,177,1,0,3409,3213,13-3,6
1986,177,1,1,2788,3554,9-Oct,1
1986,177,1,1,3016,3238,1-Feb,1
1986,177,1,1,3083,3465,2-Jul,1
1986,177,1,1,3087,3549,Aug-00,6
1986,177,1,1,3211,2831,Fall 2:06,2
1986,177,1,1,3215,3216,"5-5, 4-3",1
1986,177,1,1,3350,3551,3-Sep,1
1986,177,1,1,3408,3553,18-6,5
1986,177,1,1,3409,3237,4-Jun,1
1986,177,1,1,3412,3555,Fall 5:31,2
1986,177,1,1,3444,3064,"TF 18-2, 4:26",4
1986,177,1,1,3445,3410,6-Jul,1
1986,177,1,1,3463,3556,Aug-00,6
1986,177,1,1,3550,2994,"3-3, 2-1",1
1986,177,1,1,3557,3464,13-4,6
1986,177,1,1,3559,3558,Jul-00,1
1986,177,1,2,3083,3087,3-Oct,1
1986,177,1,2,3211,3559,Fall 1:02,2
1986,177,1,2,3215,3016,4-May,1
1986,177,1,2,3408,3550,18-6,5
1986,177,1,2,3409,2788,"TF 21-6, 6:36",4
1986,177,1,2,3412,3463,5-Jun,1
1986,177,1,2,3444,3557,2-May,1
1986,177,1,2,3445,3350,3-Apr,1
1986,177,1,3,3083,3445,5-Oct,1
1986,177,1,3,3211,3444,5-Aug,1
1986,177,1,3,3408,3215,14-4,6
1986,177,1,3,3409,3412,4-May,1
1986,177,1,4,3408,3083,2-Oct,6
1986,177,1,4,3409,3211,3-Apr,1
1986,177,1,5,3408,3409,5-Sep,1
1986,190,0,7,3077,2961,May-00,1
1986,190,0,7,3242,3566,Fall 0:21,2
1986,190,0,7,3262,3564,1-Jul,1
1986,190,0,7,3263,3261,4-May,1
1986,190,0,7,3419,2815,3-Oct,1
1986,190,0,7,3446,3561,Mar-00,1
1986,190,0,7,3565,3563,14-10,1
1986,190,0,7,3567,2836,3-Apr,1
1986,190,0,8,3242,3567,15-2,5
1986,190,0,8,3263,3565,1-May,1
1986,190,0,8,3419,3262,3-Jul,1
1986,190,0,8,3446,3077,1-Jul,1
1986,190,0,9,3006,3242,15-1,5
1986,190,0,9,3265,3263,1-Mar,1
1986,190,0,9,3418,3446,2-Dec,6
1986,190,0,9,3419,3447,3-Jul,1
1986,190,0,10,3006,3265,DFT,3
1986,190,0,10,3418,3419,"TF 16-0, 5:27",4
1986,190,0,11,3006,3417,2-Apr,1
1986,190,0,11,3415,3418,7-Aug,1
1986,190,0,12,3415,3006,3-Jul,1
1986,190,0,13,3417,3418,3-Jul,1
1986,190,0,14,3419,3265,Med FFT,3
1986,190,1,1,2836,3467,8-Nov,1
1986,190,1,1,2961,8313,9-Dec,1
1986,190,1,1,3006,3077,Jul-00,1
1986,190,1,1,3242,3354,Fall 6:04,2
1986,190,1,1,3261,3217,Fall 5:30,2
1986,190,1,1,3265,2815,15-4,6
1986,190,1,1,3413,3262,4-Sep,1
1986,190,1,1,3414,3566,Fall 1:36,2
1986,190,1,1,3415,3446,2-Apr,1
1986,190,1,1,3417,3263,20-8,5
1986,190,1,1,3418,3567,3-Sep,1
1986,190,1,1,3419,3562,DSQ 6:49,3
1986,190,1,1,3447,3563,"TF 16-0, 2:33",4
1986,190,1,1,3561,3540,14-4,6
1986,190,1,1,3564,2953,1-Feb,1
1986,190,1,1,3565,3466,5-Jul,1
1986,190,1,2,3006,2961,2-Jul,1
1986,190,1,2,3265,3419,1-Jul,1
1986,190,1,2,3413,3564,"TF 16-0, 3:35",4
1986,190,1,2,3414,3242,Fall 2:50,2
1986,190,1,2,3415,3561,13-0,5
1986,190,1,2,3417,3261,Fall 2:04,2
1986,190,1,2,3418,2836,7-Dec,1
1986,190,1,2,3447,3565,8-Sep,1
1986,190,1,3,3413,3265,4-Oct,1
1986,190,1,3,3414,3418,15-1,5
1986,190,1,3,3415,3006,1-Mar,1
1986,190,1,3,3417,3447,1-Sep,6
1986,190,1,4,3413,3415,3-Jul,1
1986,190,1,4,3414,3417,"3-3, 1-1 Cr 6",1
1986,190,1,5,3413,3414,4-May,1
1986,UNL,0,0,3580,3571,Fall 5:58,2
1986,UNL,0,7,3040,3577,1-Dec,6
1986,UNL,0,7,3362,3221,Med FFT,3
1986,UNL,0,7,3423,3573,Fall 1:27,2
1986,UNL,0,7,3425,3579,Fall 2:08,2
1986,UNL,0,7,3448,3121,5-Oct,1
1986,UNL,0,7,3469,3580,Fall 1:35,2
1986,UNL,0,7,3570,3569,4-Aug,1
1986,UNL,0,7,3575,2887,18-6,5
1986,UNL,0,8,3040,3575,Fall 2:51,2
1986,UNL,0,8,3423,3469,4-Dec,6
1986,UNL,0,8,3425,3362,3-May,1
1986,UNL,0,8,3448,3570,Fall 3:44,2
1986,UNL,0,9,3040,3157,4-May,1
1986,UNL,0,9,3423,3449,6-Aug,1
1986,UNL,0,9,3424,3448,3-Nov,6
1986,UNL,0,9,3425,3450,1-Sep,6
1986,UNL,0,10,3040,3425,Fall 1:13,2
1986,UNL,0,10,3423,3424,1-Jul,1
1986,UNL,0,11,3219,3423,Jun-00,1
1986,UNL,0,11,3422,3040,Fall 1:33,2
1986,UNL,0,12,3422,3219,Fall 5:57,2
1986,UNL,0,13,3423,3040,13-3,6
1986,UNL,0,14,3424,3425,Fall 1:22,2
1986,UNL,1,0,2887,3576,Fall 2:44,2
1986,UNL,1,0,3157,3571,6-Sep,1
1986,UNL,1,0,3361,2596,18-5,5
1986,UNL,1,1,3040,3560,6-Aug,1
1986,UNL,1,1,3121,3568,4-Jul,1
1986,UNL,1,1,3157,3580,14-4,6
1986,UNL,1,1,3219,3573,Fall 2:44,2
1986,UNL,1,1,3221,3222,Fall 1:43,2
1986,UNL,1,1,3420,3579,Fall 0:57,2
1986,UNL,1,1,3421,3569,TF 6:19,4
1986,UNL,1,1,3422,2887,Fall 2:16,2
1986,UNL,1,1,3423,3361,14-0,5
1986,UNL,1,1,3424,3362,1-Aug,1
1986,UNL,1,1,3425,3578,Fall 0:53,2
1986,UNL,1,1,3449,3577,2-May,1
1986,UNL,1,1,3450,3448,1-May,1
1986,UNL,1,1,3469,3572,"1-1, 2-2 Cr 22",1
1986,UNL,1,1,3570,3243,2-Mar,1
1986,UNL,1,1,3575,3574,7-Aug,1
1986,UNL,1,2,3157,3469,2-Mar,1
1986,UNL,1,2,3219,3423,15-11,1
1986,UNL,1,2,3420,3425,DSQ 6:57,3
1986,UNL,1,2,3421,3570,7-Dec,1
1986,UNL,1,2,3422,3575,Fall 0:58,2
1986,UNL,1,2,3424,3221,3-Sep,1
1986,UNL,1,2,3449,3040,9-Nov,1
1986,UNL,1,2,3450,3121,1-May,1
1986,UNL,1,3,3219,3157,3-May,1
1986,UNL,1,3,3420,3424,1-Sep,6
1986,UNL,1,3,3421,3450,5-Jul,1
1986,UNL,1,3,3422,3449,Fall 4:50,2
1986,UNL,1,4,3420,3422,2-Apr,1
1986,UNL,1,4,3421,3219,2-Mar,1
1986,UNL,1,5,3420,3421,3-Jun,1
1987,118,0,0,2585,3374,10-Nov,1
1987,118,0,7,2641,3182,3-Sep,1
1987,118,0,7,3095,2759,4-Sep,1
1987,118,0,7,3144,2791,Fall 2:29,2
1987,118,0,7,3223,2585,3-May,1
1987,118,0,7,3224,3272,3-Aug,1
1987,118,0,7,3244,3269,1-Jun,1
1987,118,0,7,3274,3275,4-Sep,1
1987,118,0,7,3276,2627,"10-10, 8-2",1
1987,118,0,8,3095,3274,Mar-00,1
1987,118,0,8,3144,3276,Fall 0:53,2
1987,118,0,8,3223,2641,4-Sep,1
1987,118,0,8,3224,3244,2-Jun,1
1987,118,0,9,3095,2777,2-May,1
1987,118,0,9,3144,3225,3-Jul,1
1987,118,0,9,3185,3223,3-Aug,1
1987,118,0,9,3186,3224,3-Aug,1
1987,118,0,10,3144,3095,15-2,5
1987,118,0,10,3185,3186,13-2,6
1987,118,0,11,3130,3144,2-Jul,1
1987,118,0,11,3185,2805,13-4,6
1987,118,0,12,3185,3130,Fall 1:53,2
1987,118,0,13,2805,3144,3-Jun,1
1987,118,0,14,3186,3095,7-Sep,1
1987,118,1,0,2627,3069,4-Sep,1
1987,118,1,0,2805,3374,16-5,6
1987,118,1,0,3097,2948,3-Jun,1
1987,118,1,0,3271,3054,6-Aug,1
1987,118,1,1,2627,2924,14-10,1
1987,118,1,1,2759,3097,16-7,6
1987,118,1,1,2777,3269,Fall 1:55,2
1987,118,1,1,2791,3277,17-8,6
1987,118,1,1,2805,2585,14-1,5
1987,118,1,1,2883,3144,15-5,6
1987,118,1,1,3130,3095,21-11,6
1987,118,1,1,3182,3183,Fall 6:59,2
1987,118,1,1,3184,3272,Fall 1:36,2
1987,118,1,1,3185,3276,14-3,6
1987,118,1,1,3186,3275,Fall 4:43,2
1987,118,1,1,3223,3268,1-Oct,6
1987,118,1,1,3224,3271,7-Aug,1
1987,118,1,1,3225,2641,13-4,6
1987,118,1,1,3244,3270,4-Oct,1
1987,118,1,1,3274,3273,"1-1, 1-1 Cr 6",1
1987,118,1,2,2777,3244,3-Jul,1
1987,118,1,2,2805,3223,4-Jun,1
1987,118,1,2,2883,2791,"TF 16-1, 5:18",4
1987,118,1,2,3130,2759,4-Nov,1
1987,118,1,2,3184,3224,"TF 20-5, 6:46",4
1987,118,1,2,3185,2627,"TF 24-8, 5:34",4
1987,118,1,2,3186,3274,5-Sep,1
1987,118,1,2,3225,3182,5-Jul,1
1987,118,1,3,2805,3225,17-6,6
1987,118,1,3,2883,3185,2-Aug,1
1987,118,1,3,3130,3186,4-Jun,1
1987,118,1,3,3184,2777,4-Oct,1
1987,118,1,4,2883,3130,4-Jun,1
1987,118,1,4,3184,2805,6-Sep,1
1987,118,1,5,3184,2883,4-Aug,1
1987,126,0,0,2856,2919,4-Aug,1
1987,126,0,7,2602,3281,3-Oct,1
1987,126,0,7,2813,2697,15-3,5
1987,126,0,7,3013,3285,17-5,5
1987,126,0,7,3136,3248,"5-5, 1-1 Cr 11",1
1987,126,0,7,3191,2856,4-Jul,1
1987,126,0,7,3227,3070,2-Jul,1
1987,126,0,7,3279,3105,2-Aug,1
1987,126,0,7,3287,2717,15-3,5
1987,126,0,8,2602,3287,17-9,6
1987,126,0,8,3136,3279,Fall 3:36,2
1987,126,0,8,3191,3013,4-Sep,1
1987,126,0,8,3227,2813,4-Dec,6
1987,126,0,9,2796,2602,1-May,1
1987,126,0,9,3136,3226,4-Jun,1
1987,126,0,9,3188,3227,1-May,1
1987,126,0,9,3191,3112,7-Dec,1
1987,126,0,10,2796,3136,4-May,1
1987,126,0,10,3188,3191,3-Jul,1
1987,126,0,11,2796,3189,4-Oct,1
1987,126,0,11,3188,3190,4-Jul,1
1987,126,0,12,2796,3188,"5-5, 2-1",1
1987,126,0,13,3189,3190,Fall 2:55,2
1987,126,0,14,3191,3136,4-Jul,1
1987,126,1,0,2717,3282,"TF 15-0, 6:01",4
1987,126,1,0,2796,2856,2-Aug,1
1987,126,1,1,2697,3286,7-Oct,1
1987,126,1,1,2717,3246,16-8,6
1987,126,1,1,2796,2919,"TF 20-4, 6:06",4
1987,126,1,1,3013,3284,Fall 6:58,2
1987,126,1,1,3105,3280,13-4,6
1987,126,1,1,3112,3287,13-5,6
1987,126,1,1,3115,2602,9-Oct,1
1987,126,1,1,3187,3285,Fall 1:22,2
1987,126,1,1,3188,3279,Fall 1:55,2
1987,126,1,1,3189,3136,3-Apr,1
1987,126,1,1,3190,2813,13-5,6
1987,126,1,1,3191,3283,15-4,6
1987,126,1,1,3226,3070,6-Aug,1
1987,126,1,1,3227,3247,9-Nov,1
1987,126,1,1,3248,3278,Fall 6:42,2
1987,126,1,1,3281,3045,5-Aug,1
1987,126,1,2,2796,3191,2-Jun,1
1987,126,1,2,3112,2717,14-1,5
1987,126,1,2,3115,3281,13-4,6
1987,126,1,2,3187,3013,Fall 5:21,2
1987,126,1,2,3188,3105,3-Sep,1
1987,126,1,2,3189,3248,4-Jun,1
1987,126,1,2,3190,2697,1-Oct,6
1987,126,1,2,3226,3227,5-Aug,1
1987,126,1,3,3115,3112,13-9,1
1987,126,1,3,3187,2796,"4-4, 2-1",1
1987,126,1,3,3189,3188,4-Jul,1
1987,126,1,3,3190,3226,4-Oct,1
1987,126,1,4,3115,3189,15-6,6
1987,126,1,4,3187,3190,3-Apr,1
1987,126,1,5,3187,3115,Fall 6:31,2
1987,134,0,7,2410,2573,1-Oct,6
1987,134,0,7,2828,2860,1-Nov,6
1987,134,0,7,2983,3012,4-Jul,1
1987,134,0,7,3228,3249,4-Jul,1
1987,134,0,7,3229,3250,4-Oct,1
1987,134,0,7,3290,2533,"TF 18-3, 6:00",4
1987,134,0,7,3292,3291,13-5,6
1987,134,0,7,3293,2951,2-Sep,1
1987,134,0,8,2828,3292,1-Feb,1
1987,134,0,8,2983,2410,"2-2, 2-1",1
1987,134,0,8,3228,3290,3-Oct,1
1987,134,0,8,3229,3293,DFT,3
1987,134,0,9,2820,2983,4-Jul,1
1987,134,0,9,2828,3027,1-May,1
1987,134,0,9,3195,3229,2-Apr,1
1987,134,0,9,3196,3228,"1-1, 3-3 Cr 3",1
1987,134,0,10,2820,3196,3-Oct,1
1987,134,0,10,2828,3195,1-Mar,1
1987,134,0,11,2820,3194,3-Oct,1
1987,134,0,11,2828,3193,3-Apr,1
1987,134,0,12,2828,2820,2-Nov,6
1987,134,0,13,3193,3194,"TF 22-7, 6:00",4
1987,134,0,14,3195,3196,2-May,1
1987,134,1,0,2792,2812,5-Aug,1
1987,134,1,0,3292,3078,4-Oct,1
1987,134,1,1,2410,3178,DFT,3
1987,134,1,1,2820,3293,15-7,6
1987,134,1,1,2828,7364,14-3,6
1987,134,1,1,2951,2943,4-Sep,1
1987,134,1,1,2983,3288,2-Dec,6
1987,134,1,1,3027,3228,3-Apr,1
1987,134,1,1,3149,2533,Fall 6:30,2
1987,134,1,1,3192,3291,16-2,5
1987,134,1,1,3193,3229,"TF 15-0, 6:47",4
1987,134,1,1,3194,2573,4-Aug,1
1987,134,1,1,3195,3012,2-Aug,1
1987,134,1,1,3196,2860,4-Jun,1
1987,134,1,1,3249,3289,1-May,1
1987,134,1,1,3250,3294,Fall 6:39,2
1987,134,1,1,3290,2792,14-7,1
1987,134,1,1,3292,3018,3-May,1
1987,134,1,2,2820,2951,Nov-00,6
1987,134,1,2,3027,3249,6-Dec,1
1987,134,1,2,3149,3290,"TF 23-8, 5:44",4
1987,134,1,2,3192,3292,"TF 16-1, 5:07",4
1987,134,1,2,3193,3250,"TF 21-4, 5:32",4
1987,134,1,2,3194,2410,28-14,5
1987,134,1,2,3195,2983,Feb-00,1
1987,134,1,2,3196,2828,Fall 6:41,2
1987,134,1,3,3149,3027,"TF 22-7, 6:47",4
1987,134,1,3,3192,3196,4-Nov,1
1987,134,1,3,3193,2820,2-Apr,1
1987,134,1,3,3194,3195,1-Apr,1
1987,134,1,4,3149,3194,20-9,6
1987,134,1,4,3192,3193,4-Jul,1
1987,134,1,5,3149,3192,18-4,5
1987,142,0,0,2711,3299,7-Sep,1
1987,142,0,0,2793,2617,8-Sep,1
1987,142,0,7,2793,2757,2-Jun,1
