Season,Weight,Wrestler Number,Bracket Position,Consolation Position,Seed,Place
1979,118,4494,10,,,
1979,118,334,11,26,8,
1979,118,4495,12,,,
1979,118,4412,13,20,9,5
1979,118,506,14,,,
1979,118,3988,15,19,,
1979,118,331,16,,1,2
1979,118,3983,17,21,,
1979,118,4283,18,,2,1
1979,118,411,19,,,
1979,118,333,20,22,10,6
1979,118,4498,21,,,
1979,118,4465,22,,7,
1979,118,4499,23,,,
1979,118,515,24,27,,
1979,118,4500,25,,,
1979,118,4284,26,,,
1979,118,4503,27,,,
1979,118,4445,28,28,6,
1979,118,4502,29,,,
1979,118,4187,30,24,11,8
1979,118,4411,31,29,3,4
1979,118,4504,32,23,,
1979,118,345,33,,,
1979,118,4493,34,,,
1979,118,4496,35,,,
1979,118,4497,36,,,
1979,118,457,37,,,
1979,118,4501,38,,,
1979,126,3996,1,,,
1979,126,420,2,18,12,
1979,126,4154,3,17,,
1979,126,4414,4,30,4,5
1979,126,4415,5,25,,6
1979,126,4505,6,,,
1979,126,530,7,,,
1979,126,4466,8,,5,
1979,126,347,9,,1,1
1979,126,4507,10,19,,
1979,126,459,11,20,9,7
1979,126,517,12,,,
1979,126,4467,13,,8,
1979,126,4509,14,,,
1979,126,416,15,,,
1979,126,4446,16,26,,
1979,126,4511,17,,,
1979,126,4338,18,,,
1979,126,354,19,27,,8
1979,126,4188,20,,7,
1979,126,4447,21,22,10,
1979,126,4513,22,,,
1979,126,339,23,,2,2
1979,126,4515,24,,,
1979,126,341,25,24,,4
1979,126,4516,26,,,
1979,126,417,27,23,,
1979,126,490,28,29,6,3
1979,126,4468,29,,11,
1979,126,4517,30,,,
1979,126,4448,31,28,3,
1979,126,521,32,,,
1979,126,4506,33,,,
1979,126,4508,34,,,
1979,126,4510,35,,,
1979,126,4512,36,,,
1979,126,4514,37,21,,
1979,134,4449,1,18,,
1979,134,738,2,,12,
1979,134,727,3,17,,
1979,134,4417,4,30,4,6
1979,134,4520,5,,,
1979,134,4521,6,,,
1979,134,452,7,,,
1979,134,455,8,25,5,3
1979,134,4416,9,,1,2
1979,134,729,10,19,,8
1979,134,463,11,20,9,
1979,134,4522,12,,,
1979,134,4470,13,,8,
1979,134,422,14,,,
1979,134,4523,15,,,
1979,134,4450,16,26,,
1979,134,4524,17,,,
1979,134,4525,18,,,
1979,134,4451,19,27,,
1979,134,350,20,,7,
1979,134,419,21,22,10,7
1979,134,4526,22,,,
1979,134,348,23,,2,1
1979,134,4527,24,,,
1979,134,4528,25,,,
1979,134,723,26,24,,
1979,134,421,27,23,,4
1979,134,424,28,29,6,5
1979,134,3591,29,28,11,
1979,134,531,30,,,
1979,134,4469,31,,3,
1979,134,451,32,,,
1979,134,511,33,,,
1979,134,4024,34,,,
1979,134,726,35,,,
1979,134,718,36,21,,
1979,142,4529,1,,,
1979,142,360,2,,12,
1979,142,355,3,25,4,4
1979,142,4530,4,,,
1979,142,4531,5,17,,
1979,142,4419,6,30,5,3
1979,142,4189,7,18,,
1979,142,454,8,,,
1979,142,4532,9,,,
1979,142,740,10,,,
1979,142,4472,11,,8,
1979,142,4453,12,26,,
1979,142,4473,13,,9,
1979,142,4420,14,20,,8
1979,142,4534,15,19,,
1979,142,4418,16,,1,1
1979,142,357,17,27,7,7
1979,142,4367,18,,,
1979,142,4535,19,,,
1979,142,746,20,,,
1979,142,359,21,22,10,
1979,142,4537,22,,,
1979,142,4538,23,21,,
1979,142,4288,24,,2,2
1979,142,356,25,29,6,5
1979,142,4100,26,23,,
1979,142,4539,27,,,
1979,142,367,28,24,,
1979,142,4003,29,,11,
1979,142,4936,30,,,
1979,142,429,31,,,
1979,142,363,32,28,3,6
1979,142,4533,33,,,
1979,142,4536,34,,,
1979,150,759,1,,,
1979,150,4541,2,,,
1979,150,4542,3,,,
1979,150,364,4,25,5,
1979,150,4543,5,17,,
1979,150,4423,6,30,4,4
1979,150,4181,7,18,,3
1979,150,752,8,,12,
1979,150,789,9,,,
1979,150,4454,10,20,9,
1979,150,4421,11,,1,1
1979,150,4544,12,19,,
1979,150,4425,13,26,,7
1979,150,4474,14,,8,
1979,150,741,15,,,
1979,150,4546,16,,,
1979,150,4547,17,,,
1979,150,4475,18,,2,
1979,150,464,19,27,10,
1979,150,4377,20,,,
1979,150,4549,21,21,,
1979,150,4424,22,29,7,6
1979,150,4550,23,,,
1979,150,4426,24,22,,8
1979,150,4455,25,24,11,
1979,150,4551,26,,,
1979,150,4422,27,,3,2
1979,150,4552,28,23,,
1979,150,4555,29,,,
1979,150,4553,30,,,
1979,150,376,31,28,6,5
1979,150,370,32,,,
1979,150,4545,33,,,
1979,150,4548,34,,,
1979,158,4554,1,,,
1979,158,4431,2,18,12,8
1979,158,4556,3,17,,
1979,158,4428,4,30,4,4
1979,158,373,5,,,
1979,158,4557,6,,,
1979,158,368,7,25,,
1979,158,468,8,,5,
1979,158,4427,9,,1,1
1979,158,785,10,19,,
1979,158,381,11,20,9,3
1979,158,4558,12,,,
1979,158,4477,13,,8,
1979,158,4456,14,26,,
1979,158,4560,15,,,
1979,158,383,16,,,
1979,158,385,17,,,
1979,158,371,18,27,,7
1979,158,4371,19,,,
1979,158,434,20,,7,
1979,158,469,21,,10,
1979,158,4562,22,22,,
1979,158,375,23,,2,2
1979,158,4457,24,21,,
1979,158,4564,25,23,,
1979,158,4430,26,29,,6
1979,158,4565,27,,,
1979,158,4429,28,24,6,5
1979,158,4478,29,,11,
1979,158,4007,30,,,
1979,158,472,31,28,3,
1979,158,755,32,,,
1979,158,782,33,,,
1979,158,810,34,,,
1979,158,4559,35,,,
1979,158,4561,36,,,
1979,158,4563,37,,,
1979,167,4344,1,,,
1979,167,4567,2,,,
1979,167,440,3,,,
1979,167,4305,4,25,5,
1979,167,4568,5,18,,
1979,167,4479,6,,12,
1979,167,4433,7,30,4,3
1979,167,438,8,17,,8
1979,167,4432,9,,1,1
1979,167,797,10,19,,
1979,167,431,11,20,9,5
1979,167,471,12,,,
1979,167,4458,13,26,8,
1979,167,4569,14,,,
1979,167,4570,15,,,
1979,167,476,16,,,
1979,167,4615,17,,,
1979,167,436,18,27,7,
1979,167,4571,19,,,
1979,167,4572,20,,,
1979,167,4435,21,22,10,6
1979,167,4573,22,,,
1979,167,4574,23,21,,
1979,167,4434,24,29,2,4
1979,167,4575,25,,,
1979,167,4436,26,24,11,7
1979,167,4291,27,,3,2
1979,167,4576,28,23,,
1979,167,441,29,,,
1979,167,4184,30,,,
1979,167,809,32,28,6,
1979,177,812,1,17,,
1979,177,394,2,30,4,5
1979,177,388,3,18,12,3
1979,177,4577,4,,,
1979,177,4459,5,25,5,
1979,177,4578,6,,,
1979,177,4579,7,,,
1979,177,393,8,,,
1979,177,4437,9,,1,1
1979,177,4580,10,19,,
1979,177,4582,11,,,
1979,177,4439,12,20,9,8
1979,177,4585,13,,,
1979,177,439,14,26,8,
1979,177,4584,15,,,
1979,177,395,16,,,
1979,177,808,17,21,,
1979,177,478,18,29,10,6
1979,177,480,19,22,2,
1979,177,4586,20,,,
1979,177,477,21,,,
1979,177,4481,22,,7,
1979,177,479,23,27,,7
1979,177,4587,24,,,
1979,177,4588,25,24,,
1979,177,4292,26,,11,
1979,177,4438,27,,3,2
1979,177,481,28,23,,
1979,177,4589,29,,,
1979,177,4169,30,28,,4
1979,177,4590,31,,,
1979,177,4480,32,,6,
1979,177,4581,33,,,
1979,177,4583,34,,,
1979,177,813,35,,,
1979,190,482,1,18,,
1979,190,4485,2,,12,
1979,190,836,3,17,,
1979,190,400,4,30,4,4
1979,190,4591,5,,,
1979,190,4592,6,,,
1979,190,4593,7,,,
1979,190,443,8,25,5,3
1979,190,4440,9,,1,1
1979,190,399,10,19,,8
1979,190,4482,11,20,9,
1979,190,815,12,,,
1979,190,4461,13,26,8,
1979,190,4595,14,,,
1979,190,4597,15,,,
1979,190,826,16,,,
1979,190,4598,17,,,
1979,190,444,18,,,
1979,190,4599,19,,,
1979,190,398,20,27,7,7
1979,190,4483,21,22,10,
1979,190,4196,22,,,
1979,190,403,23,29,2,5
1979,190,483,24,21,,
1979,190,4601,25,,,
1979,190,829,26,,,
1979,190,4600,27,,,
1979,190,391,28,28,6,
1979,190,445,29,24,,6
1979,190,4484,30,,11,
1979,190,401,31,,3,2
1979,190,831,32,23,,
1979,190,4594,33,,,
1979,190,4596,34,,,
1979,190,820,35,,,
1979,UNL,4602,1,,,
1979,UNL,4489,2,,12,
1979,UNL,849,3,,,
1979,UNL,447,4,25,4,8
1979,UNL,4603,5,,,
1979,UNL,4462,6,18,,
1979,UNL,4604,7,17,,
1979,UNL,485,8,,5,2
1979,UNL,4442,9,26,1,3
1979,UNL,4605,10,,,
1979,UNL,486,11,,9,
1979,UNL,448,12,,,
1979,UNL,4488,13,19,8,
1979,UNL,407,14,30,,6
1979,UNL,847,15,,,
1979,UNL,4463,16,20,,
1979,UNL,852,17,27,,
1979,UNL,4606,18,,,
1979,UNL,4405,19,,,
1979,UNL,850,20,,7,
1979,UNL,450,21,22,10,4
1979,UNL,4609,22,,,
1979,UNL,4441,23,,2,1
1979,UNL,489,24,21,,
1979,UNL,4610,25,23,,
1979,UNL,861,26,29,,5
1979,UNL,4611,27,,,
1979,UNL,4443,28,24,6,7
1979,UNL,4464,29,28,11,
1979,UNL,4612,30,,,
1979,UNL,4486,31,,3,
1979,UNL,4613,32,,,
1979,UNL,4614,33,,,
1979,UNL,4607,34,,,
1980,118,333,1,30,4,3
1980,118,458,2,17,,
1980,118,337,3,18,9,7
1980,118,491,4,,,
1980,118,457,5,,5,
1980,118,492,6,,,
1980,118,414,7,25,,
1980,118,493,8,,,
1980,118,336,9,26,8,6
1980,118,494,10,,,
1980,118,495,11,,,
1980,118,496,12,,,
1980,118,508,13,,,
1980,118,331,14,,1,1
1980,118,411,15,20,12,
1980,118,498,16,,,
1980,118,3789,17,22,11,8
1980,118,499,18,,,
1980,118,332,19,,2,2
1980,118,4038,20,21,,
1980,118,501,21,,,
1980,118,413,22,27,7,
1980,118,3989,23,,,
1980,118,503,24,,,
1980,118,504,25,23,,
1980,118,334,26,29,3,4
1980,118,412,27,24,10,
1980,118,506,28,,,
1980,118,507,29,,,
1980,118,335,30,28,6,5
1980,118,505,31,,,
1980,118,509,32,,,
1980,118,4298,33,19,,
1980,126,342,1,30,9,4
1980,126,510,2,17,,
1980,126,511,3,,,
1980,126,415,4,18,4,
1980,126,512,5,,,
1980,126,345,6,25,,7
1980,126,513,7,,,
1980,126,459,8,,5,
1980,126,514,9,,,
1980,126,417,10,26,,
1980,126,460,11,,8,
1980,126,515,12,,,
1980,126,3988,13,19,,
1980,126,339,14,,1,1
1980,126,517,15,,,
1980,126,344,16,20,12,6
1980,126,518,17,,,
1980,126,3876,18,22,,
1980,126,340,19,,7,2
1980,126,418,20,21,,
1980,126,343,21,27,2,5
1980,126,520,22,,,
1980,126,521,23,,,
1980,126,522,24,,11,
1980,126,523,25,,,
1980,126,524,26,,,
1980,126,346,27,28,6,8
1980,126,525,28,,,
1980,126,341,29,29,3,3
1980,126,526,30,23,,
1980,126,527,31,,,
1980,126,416,32,24,10,
1980,126,530,33,,,
1980,126,529,34,,,
1980,126,528,35,,,
1980,134,462,1,,,
1980,134,717,2,,,
1980,134,354,3,25,5,8
1980,134,718,4,,,
1980,134,719,5,,,
1980,134,419,6,18,9,
1980,134,4188,7,30,,3
1980,134,720,8,,,
1980,134,451,9,20,12,
1980,134,531,10,,,
1980,134,347,11,,1,1
1980,134,3996,12,19,,6
1980,134,721,13,,,
1980,134,722,14,,,
1980,134,723,15,,,
1980,134,420,16,26,8,
1980,134,724,17,,,
1980,134,421,18,27,7,
1980,134,725,19,,,
1980,134,726,20,,,
1980,134,348,21,,2,2
1980,134,727,22,21,,
1980,134,351,23,22,11,5
1980,134,728,24,,,
1980,134,353,25,28,3,7
1980,134,729,26,,,
1980,134,730,27,,,
1980,134,452,28,,10,
1980,134,350,29,29,,4
1980,134,422,30,23,,
1980,134,731,31,,,
1980,134,490,32,24,6,
1980,134,461,33,,,
1980,134,463,34,17,4,
1980,134,532,35,,,
1980,134,533,36,,,
1980,134,534,37,,,
1980,134,535,38,,,
1980,134,536,39,,,
1980,142,425,1,25,,
1980,142,732,2,,,
1980,142,733,3,,,
1980,142,453,4,,5,
1980,142,734,5,17,,
1980,142,360,6,30,4,6
1980,142,735,7,,,
1980,142,359,8,18,9,5
1980,142,736,9,19,,
1980,142,355,10,,1,1
1980,142,738,11,,,
1980,142,423,12,20,12,
1980,142,739,13,,,
1980,142,361,14,26,,7
1980,142,740,15,,,
1980,142,741,16,,,
1980,142,742,17,,,
1980,142,743,18,,,
1980,142,454,19,,7,
1980,142,362,20,27,,8
1980,142,745,21,21,,
1980,142,356,22,,2,2
1980,142,746,23,,,
1980,142,3591,24,22,,
1980,142,358,25,28,6,4
1980,142,747,26,,,
1980,142,748,27,,,
1980,142,749,28,,,
1980,142,424,29,24,10,
1980,142,750,30,,,
1980,142,751,31,23,,
1980,142,357,32,29,3,3
1980,142,737,33,,,
1980,142,455,34,,8,
1980,142,744,35,,,
1980,142,4733,36,,11,
1980,150,427,1,25,4,
1980,150,752,2,,,
1980,150,465,3,,9,
1980,150,753,4,,,
1980,150,366,5,30,5,4
1980,150,369,6,17,,7
1980,150,755,7,18,,
1980,150,756,8,,,
1980,150,757,9,,,
1980,150,758,10,,,
1980,150,4002,11,26,8,
1980,150,760,12,,,
1980,150,363,13,,1,1
1980,150,4319,14,19,,
1980,150,367,15,20,,5
1980,150,467,16,,12,
1980,150,763,17,,,
1980,150,466,18,22,11,
1980,150,364,19,,2,2
1980,150,764,20,,,
1980,150,429,21,27,7,
1980,150,765,22,,,
1980,150,767,23,,,
1980,150,768,24,,,
1980,150,769,25,23,,
1980,150,365,26,29,3,3
1980,150,770,27,,,
1980,150,370,28,24,10,8
1980,150,430,29,28,,
1980,150,771,30,,,
1980,150,772,31,,,
1980,150,464,32,,6,
1980,150,759,33,,,
1980,150,762,34,,,
1980,150,368,35,21,,6
1980,150,766,36,,,
1980,158,773,1,,,
1980,158,469,2,,4,
1980,158,376,3,25,9,6
1980,158,774,4,,,
1980,158,372,5,,5,2
1980,158,432,6,17,,
1980,158,776,7,18,,
1980,158,775,8,,,
1980,158,777,9,,,
1980,158,433,10,26,,
1980,158,779,11,,,
1980,158,470,12,,8,
1980,158,780,13,19,,
1980,158,375,14,30,1,5
1980,158,782,15,,,
1980,158,377,16,20,12,7
1980,158,378,17,27,11,8
1980,158,783,18,,,
1980,158,468,19,,2,
1980,158,785,20,,,
1980,158,786,21,21,,
1980,158,373,22,29,7,3
1980,158,434,23,22,,
1980,158,787,24,,,
1980,158,788,25,,,
1980,158,435,26,28,6,
1980,158,789,27,,,
1980,158,790,28,,,
1980,158,471,29,,10,
1980,158,791,30,24,,
1980,158,371,31,,3,1
1980,158,374,32,23,,4
1980,158,778,33,,,
1980,158,781,34,,,
1980,158,784,35,,,
1980,167,381,1,25,4,3
1980,167,792,2,,,
1980,167,474,3,,9,
1980,167,793,4,,,
1980,167,431,5,18,5,
1980,167,794,6,,,
1980,167,379,7,,,1
1980,167,795,8,17,,
1980,167,797,9,,,
1980,167,472,10,,1,
1980,167,385,11,26,12,7
1980,167,798,12,,,
1980,167,800,13,,,
1980,167,382,14,30,8,4
1980,167,437,15,20,,
1980,167,801,16,,,
1980,167,802,17,,,
1980,167,803,18,,,
1980,167,438,19,27,,
1980,167,804,20,,,
1980,167,380,21,,2,2
1980,167,386,22,21,,8
1980,167,476,23,,11,
1980,167,806,24,22,,
1980,167,4166,25,23,,6
1980,167,383,26,29,3,5
1980,167,4761,27,24,10,
1980,167,807,28,,,
1980,167,808,29,,,
1980,167,436,30,28,6,
1980,167,809,31,,,
1980,167,810,32,,,
1980,167,796,33,,,
1980,167,799,34,19,,
1980,167,473,35,,7,
1980,167,805,36,,,
1980,177,388,1,,4,2
1980,177,4029,2,17,,
1980,177,812,3,,,
1980,177,391,4,18,9,5
1980,177,441,5,25,,
1980,177,813,6,,,
1980,177,814,7,,,
1980,177,478,8,,5,
1980,177,815,9,,,
1980,177,816,10,,,
1980,177,817,11,,,
1980,177,394,12,26,8,8
1980,177,442,13,19,,
1980,177,392,14,30,,6
1980,177,818,15,20,,
1980,177,477,16,,1,
1980,177,3816,17,21,,
1980,177,387,18,,2,1
1980,177,820,19,,,
1980,177,439,20,22,11,
1980,177,4184,21,,,
1980,177,393,22,27,7,7
1980,177,822,23,,,
1980,177,823,24,,,
1980,177,824,25,,,
1980,177,825,26,,,
1980,177,479,27,,6,
1980,177,390,28,28,,4
1980,177,480,29,,10,
1980,177,440,30,24,,
1980,177,826,31,23,,
1980,177,389,32,29,3,3
1980,177,481,33,,12,
1980,190,443,1,25,5,
1980,190,827,2,,,
1980,190,828,3,,,
1980,190,829,4,,,
1980,190,399,5,18,9,5
1980,190,830,6,,,
1980,190,398,7,30,4,4
1980,190,831,8,17,,
1980,190,484,9,,12,
1980,190,833,10,,,
1980,190,401,11,26,1,7
1980,190,832,12,,,
1980,190,444,13,20,,
1980,190,835,14,,,
1980,190,836,15,19,,
1980,190,395,16,,8,1
1980,190,402,17,22,,8
1980,190,483,18,,11,
1980,190,838,19,21,,
1980,190,396,20,,2,2
1980,190,445,21,27,7,
1980,190,839,22,,,
1980,190,840,23,,,
1980,190,841,24,,,
1980,190,842,25,,,
1980,190,446,26,24,,
1980,190,397,27,29,6,3
1980,190,843,28,23,,
1980,190,400,29,28,3,6
1980,190,844,30,,,
1980,190,845,31,,,
1980,190,482,32,,10,
1980,190,865,33,,,
1980,190,837,34,,,
1980,UNL,405,1,25,,3
1980,UNL,846,2,,,
1980,UNL,486,3,,5,
1980,UNL,847,4,,,
1980,UNL,447,5,18,,
1980,UNL,485,6,,4,
1980,UNL,406,7,30,9,4
1980,UNL,848,8,17,,
1980,UNL,849,9,20,,
1980,UNL,850,10,,,
1980,UNL,403,11,,1,1
1980,UNL,448,12,19,,
1980,UNL,851,13,,,
1980,UNL,487,14,,8,
1980,UNL,410,15,26,,8
1980,UNL,853,16,,,
1980,UNL,854,17,,,
1980,UNL,449,18,22,,
1980,UNL,855,19,21,,
1980,UNL,407,20,29,7,5
1980,UNL,488,21,,11,
1980,UNL,858,22,,,
1980,UNL,408,23,27,2,6
1980,UNL,857,24,,,
1980,UNL,860,25,23,,
1980,UNL,404,26,,10,2
1980,UNL,409,27,24,3,7
1980,UNL,861,28,,,
1980,UNL,862,29,,,
1980,UNL,450,30,28,6,
1980,UNL,863,31,,,
1980,UNL,864,32,,,
1980,UNL,489,33,,12,
1980,UNL,852,34,,,
1980,UNL,856,35,,,
1980,UNL,859,36,,,
1981,118,3782,1,,,
1981,118,457,2,,9,
1981,118,3983,3,,4,
1981,118,3585,4,25,,5
1981,118,4187,5,30,5,6
1981,118,4296,6,17,,
1981,118,496,7,18,,
1981,118,458,8,,,
1981,118,3984,9,19,,
1981,118,4283,10,,1,1
1981,118,4297,11,20,,
1981,118,499,12,,12,
1981,118,4327,13,,,
1981,118,4326,14,,,
1981,118,508,15,26,8,8
1981,118,4328,16,,,
1981,118,494,17,,7,
1981,118,4298,18,27,,
1981,118,3986,19,,,
1981,118,4330,20,,,
1981,118,509,21,29,,4
1981,118,4018,22,21,2,3
1981,118,503,23,,11,
1981,118,4036,24,22,,
1981,118,4051,25,,,
1981,118,4199,26,,,
1981,118,335,27,28,6,
1981,118,3783,28,,,
1981,118,4284,29,,10,2
1981,118,4331,30,23,,
1981,118,3584,31,24,3,7
1981,118,4332,32,,,
1981,118,4324,33,,,
1981,118,4325,34,,,
1981,118,4329,35,,,
1981,118,4333,36,,,
1981,126,514,1,,,
1981,126,3852,2,,,
1981,126,3784,3,25,5,7
1981,126,4334,4,,,
1981,126,511,5,18,9,
1981,126,4335,6,,,
1981,126,4336,7,17,,
1981,126,340,8,30,4,3
1981,126,4039,9,26,,4
1981,126,4313,10,,12,
1981,126,4188,11,,1,
1981,126,3851,12,,,
1981,126,510,13,,8,2
1981,126,4337,14,19,,
1981,126,4339,15,,,
1981,126,528,16,20,,
1981,126,4338,17,,,
1981,126,337,18,,7,
1981,126,495,19,27,,
1981,126,4340,20,,,
1981,126,4154,21,,2,1
1981,126,527,22,21,,
1981,126,4341,23,,,
1981,126,4286,24,22,11,8
1981,126,4342,25,,,
1981,126,4172,26,,6,
1981,126,725,27,28,,
1981,126,4343,28,,,
1981,126,4344,29,23,,
1981,126,4285,30,29,10,5
1981,126,416,31,24,3,6
1981,126,3618,32,,,
1981,134,3794,1,30,,6
1981,134,4345,2,,,
1981,134,351,3,,5,
1981,134,3793,4,,,
1981,134,3996,5,,9,
1981,134,4346,6,,,
1981,134,532,7,,,
1981,134,4157,8,,4,
1981,134,419,9,,12,
1981,134,530,10,20,,5
1981,134,348,11,,1,2
1981,134,4209,12,19,,
1981,134,534,13,,,
1981,134,4347,14,,,
1981,134,521,15,,8,
1981,134,719,16,26,,
1981,134,341,17,27,2,3
1981,134,4348,18,,,
1981,134,531,19,,11,
1981,134,722,20,,,
1981,134,4075,21,21,,
1981,134,717,22,29,7,4
1981,134,4349,23,22,,
1981,134,4350,24,,,
1981,134,4351,25,23,,
1981,134,353,26,,6,1
1981,134,4174,27,24,,
1981,134,4060,28,,,
1981,134,4352,29,,,
1981,134,347,30,28,3,7
1981,134,451,31,,10,
1981,134,3503,32,,,
1981,134,345,33,,,
1981,134,4212,34,,,
1981,134,4217,35,,,
1981,134,4213,36,,,
1981,142,4189,1,,9,
1981,142,4177,2,,,
1981,142,3798,3,25,4,
1981,142,4353,4,,,
1981,142,4354,5,,,
1981,142,735,6,18,,
1981,142,748,7,30,,6
1981,142,744,8,17,5,7
1981,142,4230,9,19,,
1981,142,358,10,,1,2
1981,142,465,11,20,12,5
1981,142,462,12,,,
1981,142,4179,13,,,
1981,142,423,14,,,
1981,142,369,15,26,8,
1981,142,733,16,,,
1981,142,743,17,,,
1981,142,3713,18,,,
1981,142,354,19,27,7,
1981,142,4362,20,,,
1981,142,4356,21,21,,
1981,142,356,22,,2,1
1981,142,4089,23,,,
1981,142,3995,24,22,11,8
1981,142,422,25,,6,
1981,142,4361,26,,,
1981,142,4300,27,28,,
1981,142,4358,28,,,
1981,142,360,29,24,3,3
1981,142,4359,30,,,
1981,142,4178,31,29,10,4
1981,142,4360,32,23,,
1981,142,3931,33,,,
1981,142,4355,34,,,
1981,142,767,35,,,
1981,142,4357,36,,,
1981,150,4003,1,,4,
1981,150,4164,2,25,,5
1981,150,4002,3,,9,
1981,150,3908,4,,,
1981,150,760,5,18,,
1981,150,4363,6,,,
1981,150,4235,7,17,,
1981,150,368,8,30,5,4
1981,150,4159,9,26,,
1981,150,4241,10,,,
1981,150,736,11,,,
1981,150,4181,12,,,
1981,150,427,13,,1,1
1981,150,4289,14,19,,7
1981,150,4319,15,,12,
1981,150,4244,16,20,,
1981,150,4100,17,,,
1981,150,4290,18,27,,8
1981,150,4315,19,,7,
1981,150,4366,20,,,
1981,150,4318,21,,11,
1981,150,4301,22,22,,
1981,150,4248,23,21,,
1981,150,4288,24,,2,2
1981,150,764,25,,,
1981,150,758,26,28,6,6
1981,150,769,27,,,
1981,150,4367,28,,,
1981,150,4368,29,,,
1981,150,366,30,29,3,3
1981,150,4001,31,24,,
1981,150,4317,32,,10,
1981,150,4161,33,23,,
1981,150,4316,34,,8,
1981,150,4098,35,,,
1981,150,766,36,,,
1981,150,4364,37,,,
1981,150,3862,38,,,
1981,150,4370,39,,,
1981,150,4160,40,,,
1981,150,4238,41,,,
1981,150,4005,42,,,
1981,158,4162,1,30,5,3
1981,158,4371,2,17,,
1981,158,4193,3,18,,4
1981,158,3600,4,,,
1981,158,4372,5,,,
1981,158,796,6,,4,
1981,158,4183,7,,,
1981,158,3840,8,25,9,
1981,158,4042,9,19,,
1981,158,4165,10,,1,2
1981,158,378,11,20,12,7
1981,158,4374,12,,,
1981,158,430,13,,,
1981,158,4263,14,,8,
1981,158,3835,15,26,,
1981,158,788,16,,,
1981,158,4303,17,21,,
1981,158,371,18,,2,1
1981,158,755,19,22,11,
1981,158,4243,20,,,
1981,158,4376,21,,,
1981,158,791,22,27,7,8
1981,158,4379,23,,,
1981,158,4377,24,,,
1981,158,3856,25,,,
1981,158,4378,26,,,
1981,158,4043,27,,,
1981,158,789,28,28,6,6
1981,158,3803,29,29,3,5
1981,158,4304,30,23,,
1981,158,4113,31,24,,
1981,158,4320,32,,10,
1981,158,4373,33,,,
1981,158,4375,34,,,
1981,158,777,35,,,
1981,167,4380,1,17,,
1981,167,810,2,30,9,3
1981,167,4305,3,18,4,
1981,167,4381,4,,,
1981,167,476,5,,,
1981,167,379,6,25,5,8
1981,167,3940,7,,,
1981,167,4256,8,,,
1981,167,4029,9,19,,
1981,167,4291,10,,1,2
1981,167,4306,11,20,12,
1981,167,4027,12,,,
1981,167,780,13,26,,6
1981,167,800,14,,,
1981,167,772,15,,,
1981,167,803,16,,8,
1981,167,4382,17,22,,
1981,167,4010,18,,11,
1981,167,380,19,29,2,4
1981,167,4307,20,21,,
1981,167,822,21,,,
1981,167,802,22,,,
1981,167,4383,23,,,
1981,167,385,24,27,7,5
1981,167,4012,25,,,
1981,167,4385,26,,,
1981,167,382,27,28,6,
1981,167,4046,28,,,
1981,167,4386,29,,,
1981,167,4044,30,24,10,
1981,167,4007,31,,3,1
1981,167,3805,32,23,,7
1981,167,3863,33,,,
1981,177,3944,1,,,
1981,177,4292,2,25,5,4
1981,177,813,3,,,
1981,177,481,4,,9,
1981,177,4308,5,17,,
1981,177,390,6,,4,2
1981,177,4047,7,18,,
1981,177,4125,8,,,
1981,177,4390,9,,,
1981,177,793,10,,,
1981,177,3816,11,26,8,7
1981,177,4391,12,,,
1981,177,4392,13,,,
1981,177,827,14,20,12,
1981,177,3844,15,19,,
1981,177,389,16,30,1,3
1981,177,4259,17,21,,
1981,177,387,18,,2,1
1981,177,4258,19,22,,
1981,177,4393,20,,,
1981,177,474,21,27,7,8
1981,177,4011,22,,,
1981,177,4394,23,,,
1981,177,4133,24,,,
1981,177,795,25,,10,
1981,177,4395,26,,,
1981,177,388,27,28,3,
1981,177,3606,28,,,
1981,177,3867,29,24,,
1981,177,4396,30,,,
1981,177,4168,31,29,,5
1981,177,441,32,23,6,6
1981,177,4123,33,,,
1981,177,818,34,,11,
1981,190,4186,1,,4,
1981,190,838,2,,,
1981,190,824,3,,,
1981,190,402,4,,9,
1981,190,3819,5,17,,
1981,190,399,6,30,5,3
1981,190,449,7,18,,7
1981,190,4399,8,,,
1981,190,4169,9,,12,
1981,190,4031,10,,,
1981,190,832,11,,,
1981,190,4294,12,26,1,6
1981,190,4293,13,,8,1
1981,190,4309,14,19,,
1981,190,3815,15,,,
1981,190,4277,16,20,,
1981,190,830,17,,,
1981,190,4400,18,,,
1981,190,4310,19,27,7,
1981,190,4401,20,,,
1981,190,4197,21,21,,8
1981,190,837,22,29,11,4
1981,190,865,23,22,,
1981,190,445,24,,2,
1981,190,440,25,,,2
1981,190,4266,26,23,,
1981,190,844,27,,,
1981,190,4170,28,24,6,
1981,190,3866,29,,3,
1981,190,483,30,28,,5
1981,190,4196,31,,,
1981,190,484,32,,10,
1981,UNL,858,1,,,
1981,UNL,860,2,,9,
1981,UNL,851,3,25,4,7
1981,UNL,3968,4,,,
1981,UNL,407,5,30,5,3
1981,UNL,3663,6,17,,
1981,UNL,4402,7,,,
1981,UNL,4403,8,18,,
1981,UNL,3820,9,,,
1981,UNL,4323,10,20,12,
1981,UNL,404,11,,1,2
1981,UNL,3821,12,19,,
1981,UNL,852,13,26,8,5
1981,UNL,4388,14,,,
1981,UNL,854,15,,,
1981,UNL,4269,16,,,
1981,UNL,396,17,29,2,4
