Season,Weight,Wrestler Number,Bracket Position,Consolation Position,Seed,Place
1981,UNL,4404,18,21,,
1981,UNL,3823,19,,,
1981,UNL,4295,20,22,11,8
1981,UNL,4405,21,,,
1981,UNL,863,22,,,
1981,UNL,488,23,27,7,
1981,UNL,4406,24,,,
1981,UNL,3962,25,,,
1981,UNL,4407,26,,,
1981,UNL,4409,27,,,
1981,UNL,3612,28,28,6,6
1981,UNL,4143,29,23,,
1981,UNL,4013,30,,3,1
1981,UNL,4408,31,,,
1981,UNL,4322,32,24,10,
1981,UNL,4389,33,,,
1982,118,4198,1,,,
1982,118,4200,2,,,
1982,118,3983,3,25,5,
1982,118,4053,4,,,
1982,118,4036,5,18,9,3
1982,118,4199,6,,,
1982,118,458,7,17,,
1982,118,4018,8,30,4,5
1982,118,3986,9,,,
1982,118,4017,10,,,
1982,118,3846,11,,,
1982,118,3984,12,26,8,7
1982,118,3492,13,,,
1982,118,3584,14,,1,1
1982,118,4059,15,,12,
1982,118,4057,16,20,,
1982,118,3785,17,22,11,8
1982,118,4055,18,,,
1982,118,3585,19,29,2,6
1982,118,3881,20,21,,
1982,118,4204,21,,,
1982,118,3780,22,27,7,
1982,118,4201,23,,,
1982,118,4061,24,,,
1982,118,508,25,24,10,
1982,118,3383,26,,,
1982,118,4203,27,23,,
1982,118,3786,28,,3,2
1982,118,3377,29,,,
1982,118,3671,30,,,
1982,118,4153,31,28,6,4
1982,118,3987,32,,,
1982,118,4171,33,19,,
1982,118,4038,34,,,
1982,126,3989,1,,,
1982,126,4205,2,18,,
1982,126,4172,3,17,5,
1982,126,4155,4,30,,3
1982,126,3790,5,,,
1982,126,510,6,25,4,7
1982,126,4206,7,,,
1982,126,4187,8,,9,
1982,126,4173,9,26,,
1982,126,4060,10,,,
1982,126,494,11,,,
1982,126,416,12,,8,
1982,126,4207,13,,,
1982,126,4154,14,,1,1
1982,126,3990,15,20,12,5
1982,126,4063,16,,,
1982,126,3788,17,,2,
1982,126,496,18,,,
1982,126,4062,19,,,
1982,126,4020,20,27,11,8
1982,126,3789,21,,7,
1982,126,3699,22,22,,
1982,126,4066,23,21,,
1982,126,517,24,,,2
1982,126,4208,25,23,,
1982,126,3394,26,29,3,4
1982,126,4039,27,,10,
1982,126,4174,28,24,,
1982,126,3795,29,,,
1982,126,3791,30,28,6,6
1982,126,4067,31,,,
1982,126,3515,32,,,
1982,126,3431,33,,,
1982,126,514,34,19,,
1982,126,4068,35,,,
1982,134,3851,1,18,,5
1982,134,4209,2,,,
1982,134,4210,3,17,,
1982,134,521,4,,5,2
1982,134,717,5,,4,
1982,134,527,6,,,
1982,134,4075,7,,,
1982,134,3991,8,25,9,
1982,134,3889,9,19,,
1982,134,353,10,30,1,3
1982,134,4211,11,,,
1982,134,4156,12,20,12,8
1982,134,4214,13,,,
1982,134,4213,14,,,
1982,134,3794,15,26,8,
1982,134,3503,16,,,
1982,134,3592,17,22,,
1982,134,4188,18,,11,
1982,134,490,19,,2,1
1982,134,4175,20,21,,
1982,134,3707,21,,,
1982,134,4216,22,,,
1982,134,4217,23,,,
1982,134,350,24,27,7,7
1982,134,4218,25,,,
1982,134,3390,26,24,,
1982,134,530,27,29,6,4
1982,134,4219,28,23,,
1982,134,4076,29,,,
1982,134,3993,30,,10,
1982,134,4220,31,,,
1982,134,520,32,28,3,6
1982,134,4212,33,,,
1982,134,4215,34,,,
1982,142,3626,1,,,
1982,142,4189,2,,9,
1982,142,4221,3,,,
1982,142,455,4,25,4,3
1982,142,4091,5,17,,
1982,142,422,6,30,5,4
1982,142,3456,7,,,
1982,142,3397,8,18,,
1982,142,465,9,26,8,7
1982,142,3997,10,,,
1982,142,4224,11,,,
1982,142,4223,12,,,
1982,142,4090,13,,,
1982,142,4177,14,20,12,
1982,142,358,15,,1,2
1982,142,3320,16,19,,
1982,142,4225,17,21,,
1982,142,356,18,,2,1
1982,142,3998,19,22,11,6
1982,142,4227,20,,,
1982,142,4228,21,,,
1982,142,4021,22,,,
1982,142,4178,23,27,7,
1982,142,4229,24,,,
1982,142,4158,25,28,,8
1982,142,3931,26,,,
1982,142,3857,27,,6,
1982,142,747,28,,,
1982,142,3915,29,,,
1982,142,4179,30,24,10,
1982,142,4157,31,29,3,5
1982,142,4230,32,23,,
1982,142,4222,33,,,
1982,142,3718,34,,,
1982,142,4226,35,,,
1982,142,3400,36,,,
1982,150,4026,1,,,
1982,150,3999,2,,,
1982,150,758,3,25,5,
1982,150,4231,4,,,
1982,150,751,5,30,4,6
1982,150,4232,6,17,,
1982,150,4159,7,18,9,5
1982,150,4233,8,,,
1982,150,3404,9,,,
1982,150,3908,10,,8,
1982,150,4182,11,26,,
1982,150,3808,12,,,
1982,150,3798,13,,1,2
1982,150,3910,14,19,,
1982,150,3934,15,,12,
1982,150,4161,16,20,,8
1982,150,4160,17,27,,7
1982,150,4235,18,,,
1982,150,769,19,,7,
1982,150,4237,20,,,
1982,150,3713,21,22,11,
1982,150,4238,22,,,
1982,150,427,23,,2,1
1982,150,4181,24,21,,
1982,150,430,25,28,6,4
1982,150,4239,26,,,
1982,150,4240,27,,,
1982,150,4241,28,,,
1982,150,4025,29,23,,
1982,150,366,30,29,3,3
1982,150,4190,31,24,10,
1982,150,4242,32,,,
1982,150,4236,33,,,
1982,150,4000,34,,,
1982,150,4234,35,,,
1982,150,4248,36,,,
1982,150,3719,37,,,
1982,158,772,1,,,
1982,158,4193,2,18,9,
1982,158,4162,3,,4,2
1982,158,4043,4,17,,
1982,158,3858,5,,,
1982,158,4003,6,25,5,5
1982,158,775,7,,,
1982,158,4243,8,,,
1982,158,4001,9,26,8,8
1982,158,4042,10,,,
1982,158,4244,11,,,
1982,158,4116,12,,,
1982,158,4246,13,19,,
1982,158,371,14,30,1,3
1982,158,3646,15,,,
1982,158,4183,16,20,12,
1982,158,374,17,,,
1982,158,3598,18,27,7,6
1982,158,4113,19,,,
1982,158,4111,20,,,
1982,158,3807,21,21,,
1982,158,3803,22,,2,1
1982,158,3856,23,22,11,
1982,158,3862,24,,,
1982,158,3837,25,,,
1982,158,435,26,,6,
1982,158,4114,27,28,,
1982,158,4247,28,,,
1982,158,4164,29,24,10,7
1982,158,3442,30,,,
1982,158,3859,31,23,,
1982,158,373,32,29,3,4
1982,158,4245,33,,,
1982,167,4005,1,,,
1982,167,810,2,25,5,5
1982,167,4117,3,,,
1982,167,4249,4,,,
1982,167,4029,5,17,,
1982,167,382,6,30,4,3
1982,167,4195,7,,9,
1982,167,3811,8,18,,
1982,167,4250,9,,,
1982,167,4004,10,20,12,
1982,167,3805,11,,1,2
1982,167,4251,12,19,,
1982,167,476,13,,,
1982,167,4167,14,26,8,7
1982,167,4253,15,,,
1982,167,4131,16,,,
1982,167,4044,17,,7,
1982,167,4254,18,,,
1982,167,4115,19,,,
1982,167,791,20,27,,8
1982,167,4165,21,,2,1
1982,167,3409,22,21,,
1982,167,4045,23,22,11,
1982,167,3737,24,,,
1982,167,4256,25,24,,
1982,167,4129,26,,,
1982,167,3843,27,23,,
1982,167,4166,28,29,6,4
1982,167,4194,29,,3,
1982,167,793,30,,,
1982,167,4257,31,,,
1982,167,4046,32,28,10,6
1982,167,4252,33,,,
1982,167,4255,34,,,
1982,177,4011,1,,,
1982,177,4258,2,,,
1982,177,4133,3,25,,
1982,177,4010,4,,5,
1982,177,390,5,30,4,3
1982,177,4126,6,17,,
1982,177,4259,7,,,
1982,177,4169,8,18,9,7
1982,177,4168,9,26,8,5
1982,177,4260,10,,,
1982,177,4261,11,,,
1982,177,3752,12,,,
1982,177,4125,13,20,12,
1982,177,798,14,,,
1982,177,387,15,,1,2
1982,177,4184,16,19,,
1982,177,4263,17,,,
1982,177,3809,18,22,11,6
1982,177,3815,19,21,,
1982,177,4007,20,,2,1
1982,177,805,21,27,,
1982,177,4047,22,,7,
1982,177,4264,23,,,
1982,177,3819,24,,,
1982,177,4130,25,23,,
1982,177,380,26,29,3,4
1982,177,379,27,24,10,
1982,177,4128,28,,,
1982,177,3415,29,,,
1982,177,4265,30,,,
1982,177,4123,31,,,
1982,177,795,32,28,6,8
1982,177,4262,33,,,
1982,190,4185,1,17,,
1982,190,3866,2,,4,1
1982,190,4196,3,,9,
1982,190,4266,4,18,,
1982,190,845,5,,,
1982,190,443,6,25,5,5
1982,190,4139,7,,,
1982,190,4267,8,,,
1982,190,4270,9,,,
1982,190,4268,10,,,
1982,190,3776,11,,8,
1982,190,3867,12,,,
1982,190,4271,13,,,
1982,190,4033,14,20,12,
1982,190,389,15,30,1,3
1982,190,4170,16,19,,7
1982,190,398,17,,2,2
1982,190,4272,18,21,,
1982,190,3825,19,22,11,8
1982,190,4273,20,26,,
1982,190,4135,21,,,
1982,190,4186,22,27,7,
1982,190,4275,23,,,
1982,190,4132,24,,,
1982,190,3842,25,,,
1982,190,4197,26,24,10,
1982,190,3814,27,29,3,4
1982,190,448,28,23,,
1982,190,4276,29,,,
1982,190,830,30,,,
1982,190,399,31,28,6,6
1982,190,4277,32,,,
1982,190,4269,33,,,
1982,190,484,34,,,
1982,190,4274,35,,,
1982,UNL,3612,1,,4,
1982,UNL,4143,2,,,
1982,UNL,3422,3,25,9,7
1982,UNL,864,4,,,
1982,UNL,4016,5,30,,6
1982,UNL,4278,6,17,,
1982,UNL,488,7,,5,
1982,UNL,4015,8,18,,
1982,UNL,4279,9,,,
1982,UNL,3821,10,26,8,5
1982,UNL,4150,11,,,
1982,UNL,3979,12,,,
1982,UNL,4280,13,,,
1982,UNL,404,14,,1,1
1982,UNL,3823,15,20,12,
1982,UNL,4281,16,,,
1982,UNL,828,17,,,
1982,UNL,4035,18,,7,
1982,UNL,858,19,,,
1982,UNL,4031,20,27,,
1982,UNL,4144,21,,,
1982,UNL,3820,22,22,11,8
1982,UNL,4013,23,29,2,3
1982,UNL,840,24,21,,
1982,UNL,4014,25,23,,4
1982,UNL,407,26,,3,2
1982,UNL,860,27,24,10,
1982,UNL,4282,28,,,
1982,UNL,854,29,,,
1982,UNL,4148,30,,,
1982,UNL,4049,31,28,,
1982,UNL,852,32,,6,
1982,UNL,3968,33,19,,
1982,UNL,3448,34,,,
1983,118,4017,1,25,5,
1983,118,3671,2,,,
1983,118,4051,3,,,
1983,118,3190,4,,,
1983,118,3881,5,18,9,
1983,118,3490,6,,,
1983,118,3986,7,17,,7
1983,118,3785,8,,4,2
1983,118,4053,9,,,
1983,118,4018,10,26,1,
1983,118,4037,11,,12,
1983,118,3284,12,,,
1983,118,3784,13,19,8,5
1983,118,3618,14,30,,4
1983,118,4055,15,,,
1983,118,3782,16,20,,
1983,118,3377,17,,,
1983,118,3987,18,22,,8
1983,118,3983,19,,7,1
1983,118,3186,20,,,
1983,118,3783,21,,11,
1983,118,3869,22,,,
1983,118,3780,23,,2,
1983,118,4019,24,27,,
1983,118,3984,25,29,6,3
1983,118,4057,26,23,,
1983,118,4058,27,,,
1983,118,503,28,24,,
1983,118,508,29,28,10,6
1983,118,3879,30,,,
1983,118,3846,31,,,
1983,118,4036,32,,3,
1983,118,4054,33,,,
1983,118,4056,34,,,
1983,118,3781,35,21,,
1983,118,4052,36,,,
1983,118,3874,37,,,
1983,126,495,1,25,4,
1983,126,3877,2,,,
1983,126,4038,3,,9,
1983,126,4059,4,,,
1983,126,4060,5,18,,
1983,126,3880,6,,,
1983,126,3791,7,30,5,4
1983,126,3790,8,17,,8
1983,126,3249,9,,,
1983,126,4061,10,,,
1983,126,4062,11,,,
1983,126,4020,12,26,8,
1983,126,3584,13,,1,1
1983,126,4064,14,19,,
1983,126,3989,15,20,12,3
1983,126,4065,16,,,
1983,126,514,17,21,,
1983,126,3988,18,,2,2
1983,126,4066,19,,,
1983,126,4039,20,22,11,
1983,126,4067,21,,,
1983,126,3486,22,,,
1983,126,3990,23,27,7,6
1983,126,3687,24,,,
1983,126,3882,25,,,
1983,126,517,26,28,6,
1983,126,3582,27,,,
1983,126,3382,28,,,
1983,126,3786,29,29,3,5
1983,126,4068,30,23,,
1983,126,336,31,24,10,7
1983,126,4069,32,,,
1983,126,4063,33,,,
1983,134,3993,1,25,4,7
1983,134,4070,2,,,
1983,134,3851,3,,9,
1983,134,4071,4,,,
1983,134,4072,5,18,,
1983,134,3301,6,,,
1983,134,3794,7,,5,1
1983,134,3515,8,17,,
1983,134,4073,9,,,
1983,134,3390,10,,12,
1983,134,345,11,26,1,4
1983,134,4074,12,,,
1983,134,3889,13,,,
1983,134,3992,14,30,,6
1983,134,3888,15,,,
1983,134,4075,16,20,,
1983,134,3792,17,,2,2
1983,134,3306,18,21,,
1983,134,4076,19,,,
1983,134,3994,20,22,11,8
1983,134,4077,21,,,
1983,134,3848,22,27,7,
1983,134,4078,23,,,
1983,134,4079,24,,,
1983,134,520,25,29,6,5
1983,134,3641,26,23,,
1983,134,4022,27,24,,
1983,134,4080,28,,,
1983,134,3850,29,,10,
1983,134,4081,30,,,
1983,134,3991,31,28,3,3
1983,134,3432,32,,,
1983,134,4021,33,19,8,
1983,134,3828,34,,,
1983,142,4082,1,,,
1983,142,4083,2,,,
1983,142,3852,3,,,
1983,142,3998,4,25,5,5
1983,142,3796,5,18,4,
1983,142,4085,6,,,
1983,142,4086,7,17,,
1983,142,3997,8,30,9,4
1983,142,3456,9,19,,
1983,142,348,10,,1,1
1983,142,3592,11,20,12,8
1983,142,3397,12,,,
1983,142,3647,13,,,
1983,142,3517,14,,,
1983,142,4087,15,,,
1983,142,3718,16,26,,
1983,142,369,17,22,11,7
1983,142,3626,18,,,
1983,142,3503,19,21,,
1983,142,3995,20,,2,2
1983,142,3857,21,,7,
1983,142,536,22,,,
1983,142,4023,23,27,,
1983,142,4089,24,,,
1983,142,4091,25,,,
1983,142,719,26,,6,
1983,142,3853,27,,,
1983,142,3389,28,28,,6
1983,142,4093,29,24,,
1983,142,4041,30,,10,
1983,142,4024,31,23,,
1983,142,3996,32,29,3,3
1983,142,3800,33,,,
1983,142,4090,34,,,
1983,142,3295,35,,,
1983,142,362,36,,8,
1983,142,4084,37,,,
1983,142,4226,38,,,
1983,142,3903,39,,,
1983,150,3911,1,17,,
1983,150,3201,2,30,4,4
1983,150,3398,3,,,
1983,150,3855,4,18,9,6
1983,150,762,5,,,
1983,150,4094,6,,,
1983,150,4095,7,,,
1983,150,4025,8,25,5,
1983,150,4000,9,20,12,8
1983,150,4097,10,,,
1983,150,427,11,,1,1
1983,150,3834,12,19,,
1983,150,4098,13,,,
1983,150,3624,14,,8,
1983,150,4100,15,,,
1983,150,3934,16,26,,
1983,150,4101,17,,,
1983,150,3999,18,22,11,7
1983,150,3798,19,,2,2
1983,150,4103,20,21,,
1983,150,3797,21,27,,
1983,150,3512,22,,,
1983,150,3593,23,,,
1983,150,4042,24,,7,
1983,150,769,25,,6,
1983,150,4104,26,,,
1983,150,4105,27,,,
1983,150,3594,28,28,,5
1983,150,3320,29,23,,
1983,150,366,30,29,3,3
1983,150,3917,31,24,10,
1983,150,3910,32,,,
1983,150,4099,33,,,
1983,150,4102,34,,,
1983,150,4096,35,,,
1983,158,4106,1,17,,
1983,158,4002,2,30,5,4
1983,158,4026,3,18,,
1983,158,3459,4,,,
1983,158,3646,5,,,
1983,158,3856,6,25,4,7
1983,158,3859,7,,9,
1983,158,787,8,,,
1983,158,4108,9,,,
1983,158,4109,10,,,
1983,158,4110,11,,,
1983,158,3603,12,26,8,3
1983,158,3436,13,,,
1983,158,3803,14,,1,1
1983,158,3808,15,,12,
1983,158,3924,16,20,,
1983,158,3653,17,,,
1983,158,3807,18,22,11,
1983,158,4001,19,,2,2
1983,158,3837,20,21,,
1983,158,4004,21,27,,8
1983,158,4111,22,,,
1983,158,3862,23,,,
1983,158,4043,24,,7,
1983,158,3863,25,23,,
1983,158,435,26,29,10,6
1983,158,4113,27,,,
1983,158,4003,28,24,3,5
1983,158,4114,29,,,
1983,158,3401,30,28,6,
1983,158,3864,31,,,
1983,158,3858,32,,,
1983,158,3932,33,19,,
1983,158,4112,34,,,
1983,158,3920,35,,,
1983,158,4107,36,,,
1983,167,4115,1,17,,
1983,167,4005,2,30,4,4
1983,167,4116,3,,,
1983,167,796,4,18,9,6
1983,167,3652,5,,,
1983,167,4117,6,,,
1983,167,3442,7,25,,
1983,167,4044,8,,5,
1983,167,4118,9,,,
1983,167,4006,10,26,,8
1983,167,3550,11,,,
1983,167,4119,12,,,
1983,167,3805,13,,1,1
1983,167,4121,14,19,,
1983,167,789,15,20,12,
1983,167,3938,16,,,
1983,167,3860,17,,,
1983,167,3601,18,22,11,7
1983,167,382,19,,2,2
1983,167,3933,20,,,
1983,167,3737,21,,,
1983,167,4122,22,,,
1983,167,3211,23,27,,
1983,167,4046,24,,7,
1983,167,3840,25,24,10,
1983,167,3937,26,,,
1983,167,3806,27,23,3,5
1983,167,791,28,29,,3
1983,167,3839,29,,,
1983,167,3408,30,28,,
1983,167,4045,31,,6,
1983,167,3944,32,,,
1983,167,3418,33,21,,
1983,167,378,34,,8,
1983,167,4120,35,,,
1983,177,795,1,30,5,3
1983,177,3606,2,17,,
1983,177,4123,3,,,
1983,177,3409,4,18,,7
1983,177,3865,5,25,9,
1983,177,3753,6,,,
1983,177,380,7,,4,
1983,177,3950,8,,,
1983,177,3743,9,,,
1983,177,4027,10,26,,
1983,177,4125,11,,,
1983,177,4047,12,,8,
1983,177,3810,13,20,12,6
1983,177,4126,14,,,
1983,177,4007,15,,1,1
1983,177,4128,16,19,,
1983,177,3809,17,,2,
1983,177,3811,18,,,
1983,177,4130,19,27,11,
1983,177,4131,20,,,
1983,177,793,21,,,
1983,177,4132,22,22,,
1983,177,4008,23,29,7,4
1983,177,822,24,21,,8
1983,177,4133,25,,,
1983,177,4029,26,24,10,
1983,177,3413,27,,3,2
1983,177,4152,28,23,,
1983,177,3604,29,,,
1983,177,3816,30,28,6,5
1983,177,4134,31,,,
1983,177,3648,32,,,
1983,177,4124,33,,,
1983,177,4127,34,,,
1983,177,4129,35,,,
1983,190,3817,1,,4,
1983,190,3824,2,,,
1983,190,4010,3,25,9,5
1983,190,3420,4,,,
1983,190,3421,5,17,,
1983,190,3815,6,,5,4
1983,190,4135,7,,,
1983,190,4030,8,18,,
1983,190,3962,9,,,
1983,190,4012,10,26,8,8
1983,190,3776,11,,,
1983,190,3423,12,,,
1983,190,3757,13,20,,
1983,190,3818,14,,,
1983,190,398,15,,1,2
1983,190,830,16,19,,
1983,190,4031,17,27,7,
1983,190,3967,18,30,,
1983,190,3467,19,,,
1983,190,3964,20,,,
1983,190,387,21,,2,1
1983,190,4137,22,21,,
1983,190,4048,23,,11,
1983,190,4011,24,22,,7
1983,190,3825,25,24,10,
1983,190,4138,26,,,
1983,190,3819,27,23,,
1983,190,3814,28,29,3,3
1983,190,3844,29,,,
1983,190,3450,30,,,
1983,190,4139,31,,,
1983,190,3414,32,28,6,6
1983,190,4136,33,,,
1983,190,3843,34,,12,
1983,UNL,3820,1,25,4,6
1983,UNL,3449,2,,,
1983,UNL,4050,3,,9,
1983,UNL,4140,4,,,
1983,UNL,4141,5,,,
1983,UNL,4142,6,18,,
1983,UNL,4032,7,17,,
1983,UNL,4015,8,30,5,3
1983,UNL,3777,9,,,
1983,UNL,4143,10,,,
1983,UNL,4033,11,26,,
1983,UNL,3368,12,,,
1983,UNL,840,13,20,12,7
1983,UNL,4144,14,,,
1983,UNL,4013,15,,1,1
1983,UNL,4145,16,19,,
1983,UNL,4034,17,27,7,
1983,UNL,838,18,,,
1983,UNL,4149,19,,,
1983,UNL,3576,20,,,
1983,UNL,3845,21,,,
1983,UNL,3823,22,22,11,5
1983,UNL,3968,23,21,,
1983,UNL,4014,24,,2,2
1983,UNL,4147,25,,,
1983,UNL,4035,26,24,10,
1983,UNL,4016,27,29,3,4
1983,UNL,4148,28,23,,
1983,UNL,3614,29,28,,8
1983,UNL,441,30,,,
1983,UNL,4049,31,,6,
1983,UNL,4146,32,,,
1983,UNL,3635,33,,8,
1983,UNL,3769,34,,,
1983,UNL,4150,35,,,
1984,118,3869,1,,,
1984,118,3846,2,18,4,
1984,118,3783,3,17,9,4
1984,118,3782,4,30,,3
1984,118,3284,5,,,
1984,118,2999,6,,,
1984,118,3377,7,,5,
1984,118,3826,8,25,,
1984,118,3785,9,26,1,7
1984,118,3870,10,,,
1984,118,3871,11,,,
1984,118,3426,12,,12,
1984,118,3636,13,20,,
1984,118,3872,14,,,
1984,118,3281,15,19,,
1984,118,3781,16,,8,2
1984,118,3226,17,,7,
1984,118,3873,18,,,
1984,118,3670,19,27,,
1984,118,3874,20,,,
1984,118,3685,21,22,,8
1984,118,3847,22,,11,
1984,118,3780,23,,2,1
1984,118,3380,24,21,,
1984,118,3784,25,28,6,5
1984,118,3451,26,,,
1984,118,3482,27,,,
1984,118,3669,28,,,
1984,118,3582,29,29,3,6
1984,118,3190,30,23,,
1984,118,3184,31,24,10,
1984,118,3876,32,,,
1984,126,3188,1,18,9,
1984,126,3877,2,,,
1984,126,3788,3,30,4,4
1984,126,3878,4,17,,
1984,126,3673,5,,,
1984,126,3583,6,,,
1984,126,3879,7,,,
1984,126,3789,8,25,5,7
1984,126,3880,9,,,
1984,126,3827,10,26,8,
1984,126,3881,11,,,
1984,126,3620,12,,,
1984,126,3787,13,19,,3
1984,126,3786,14,,1,1
1984,126,3882,15,20,,
1984,126,3680,16,,12,
1984,126,3883,17,,,
1984,126,3681,18,,,
1984,126,3884,19,,,
1984,126,3790,20,27,7,8
1984,126,3586,21,21,,
1984,126,3585,22,,2,2
1984,126,3639,23,22,,
1984,126,413,24,,11,
1984,126,3149,25,,3,
1984,126,3486,26,,,
1984,126,495,27,28,10,
1984,126,3885,28,,,
1984,126,3483,29,,,
1984,126,3248,30,24,,
1984,126,3194,31,23,,6
1984,126,336,32,29,6,5
1984,126,3492,33,,,
1984,134,3907,1,,,
1984,134,3306,2,18,,
1984,134,3684,3,17,,8
1984,134,3791,4,,5,1
1984,134,3848,5,,4,
1984,134,3589,6,25,,
1984,134,3886,7,,,
1984,134,3850,8,,9,
1984,134,3828,9,20,,
1984,134,3887,10,,,
1984,134,3618,11,19,,
1984,134,3794,12,30,1,5
1984,134,3888,13,,,
1984,134,3889,14,,,
1984,134,3387,15,26,8,6
1984,134,3515,16,,,
1984,134,3829,17,22,11,
1984,134,3294,18,,,
1984,134,3792,19,29,2,3
1984,134,3892,20,21,,
1984,134,3893,21,,,
1984,134,3795,22,27,7,7
1984,134,3894,23,,,
1984,134,3895,24,,,
1984,134,3793,25,24,10,4
1984,134,3501,26,,,
1984,134,3252,27,,3,2
1984,134,3897,28,23,,
1984,134,3830,29,28,,
1984,134,3849,30,,6,
1984,134,3432,31,,,
1984,134,3896,32,,,
1984,134,3851,33,,12,
1984,134,3890,34,,,
1984,134,3891,35,,,
1984,142,3516,1,,,
1984,142,763,2,18,,
1984,142,3898,3,17,,
1984,142,3394,4,30,5,4
1984,142,3197,5,,9,
1984,142,3899,6,,,
1984,142,3592,7,25,4,3
1984,142,3900,8,,,
1984,142,3852,9,,8,
1984,142,3831,10,26,,
1984,142,3398,11,,,
1984,142,3699,12,,,
1984,142,3901,13,19,,
1984,142,3796,14,,1,1
1984,142,3704,15,,,
1984,142,3797,16,20,12,7
1984,142,3202,17,22,,
1984,142,3854,18,,11,
1984,142,3395,19,29,2,5
1984,142,536,20,21,,8
1984,142,3902,21,,,
1984,142,3832,22,27,7,
1984,142,3295,23,,,
1984,142,3161,24,,,
1984,142,520,25,28,3,6
1984,142,3903,26,,,
1984,142,3853,27,,10,
1984,142,3904,28,,,
1984,142,3906,29,23,,
1984,142,3590,30,,6,2
1984,142,3905,31,,,
1984,142,3622,32,24,,
1984,142,3642,33,,,
1984,150,3908,1,17,,
1984,150,3593,2,30,5,3
1984,150,3719,3,,,
1984,150,3802,4,18,,7
1984,150,3519,5,,,
1984,150,3834,6,25,9,
1984,150,3856,7,,4,
1984,150,3909,8,,,
1984,150,3910,9,,,
1984,150,3799,10,26,8,4
1984,150,3625,11,,,
1984,150,3911,12,,,
1984,150,3912,13,19,,
1984,150,3798,14,,1,1
1984,150,3400,15,20,12,
1984,150,3453,16,,,
1984,150,3913,17,,,
1984,150,3855,18,22,2,
1984,150,3857,19,21,11,6
1984,150,3800,20,29,,5
1984,150,3914,21,,,
1984,150,3456,22,,7,
1984,150,3835,23,27,,
1984,150,3916,24,,,
1984,150,3533,25,23,,
1984,150,3404,26,,3,2
1984,150,3643,27,24,10,
1984,150,3594,28,,,
1984,150,3917,29,,,
1984,150,3919,30,,,
1984,150,3436,31,28,6,8
1984,150,3918,32,,,
1984,150,3514,33,,,
1984,150,3207,34,,,
1984,150,3512,35,,,
1984,150,3915,36,,,
1984,158,3629,1,17,,
1984,158,3401,2,30,4,6
1984,158,3836,3,18,,
1984,158,3859,4,,9,
1984,158,3441,5,,,
1984,158,3920,6,,,
1984,158,3212,7,25,,5
1984,158,3921,8,,,
1984,158,3922,9,,,
1984,158,3209,10,26,8,7
1984,158,3402,11,,,
1984,158,3439,12,,,
1984,158,3630,13,,,
1984,158,3803,14,,1,1
1984,158,3924,15,20,,
1984,158,3861,16,,12,
1984,158,3925,17,,,
1984,158,3837,18,27,7,
1984,158,3927,19,,,
1984,158,3932,20,,,
1984,158,3928,21,,,
1984,158,3650,22,22,11,8
1984,158,3598,23,29,2,4
1984,158,3929,24,,,
1984,158,3860,25,,10,
1984,158,3930,26,,,
1984,158,3603,27,28,3,3
1984,158,3652,28,,,
1984,158,3931,29,,,
1984,158,3729,30,24,,
1984,158,3838,31,23,,
1984,158,751,32,,6,2
1984,158,3858,33,,5,
1984,158,3923,34,,,
1984,158,3627,35,19,,
1984,158,3926,36,,,
1984,158,3730,37,21,,
1984,167,3442,1,18,9,8
1984,167,3732,2,,,
1984,167,3806,3,30,4,3
1984,167,3933,4,17,,
1984,167,3166,5,,,
1984,167,3934,6,,,
1984,167,378,7,25,5,
1984,167,3936,8,,,
1984,167,3937,9,,,
1984,167,3600,10,26,,4
1984,167,3653,11,,,
1984,167,3862,12,,8,
1984,167,3805,13,,1,1
1984,167,3648,14,19,,
1984,167,3631,15,20,12,
1984,167,3462,16,,,
1984,167,3538,17,,,
1984,167,3938,18,,,
1984,167,3939,19,,,
1984,167,3839,20,27,7,
1984,167,3940,21,,,
1984,167,3864,22,22,11,
1984,167,3602,23,,2,2
1984,167,3808,24,21,,7
1984,167,3943,25,,,
1984,167,787,26,24,,
1984,167,3807,27,29,6,5
1984,167,3649,28,23,,6
1984,167,3863,29,,10,
1984,167,3944,30,,,
1984,167,3408,31,28,3,
1984,167,3737,32,,,
1984,167,3935,33,,,
1984,167,3628,34,,,
1984,167,3753,35,,,
1984,167,3535,36,,,
1984,167,3941,37,,,
1984,177,3945,1,,,
1984,177,3840,3,25,5,
1984,177,3464,4,,,
1984,177,3414,5,30,4,4
1984,177,3946,6,17,,
1984,177,3752,7,,9,
1984,177,3812,8,18,,7
1984,177,3810,9,26,8,5
1984,177,3947,10,,,
1984,177,3948,11,,,
1984,177,3949,12,,,
1984,177,3608,13,20,12,
1984,177,3419,14,,,
1984,177,3950,15,19,,
1984,177,3413,16,,1,2
1984,177,3809,17,,2,1
1984,177,3951,19,,,
1984,177,3811,20,22,11,6
1984,177,3606,21,27,7,
1984,177,3952,22,,,
1984,177,3607,23,,,
1984,177,3953,24,,,
1984,177,3954,25,,,
1984,177,3410,26,28,10,8
1984,177,3955,27,,,
1984,177,3865,28,,3,
1984,177,3750,29,23,,
1984,177,3604,30,29,6,3
1984,177,3605,32,24,,
1984,190,3633,1,18,,
1984,190,3957,2,,,
1984,190,3444,3,30,5,5
1984,190,3421,4,17,,
1984,190,3819,5,25,9,8
1984,190,3958,6,,,
1984,190,3960,7,,,
1984,190,3866,8,,4,
